frame.time_epoch,tcp.analysis.initial_rtt,ip.id,ip.src,ip.dst,ip.len,tcp.srcport,tcp.dstport
1631282986.704911000,,0x00001017,10.1.0.2,169.254.169.254,78,,
1631282986.705026000,,0x00001018,10.1.0.2,169.254.169.254,78,,
1631282986.739488000,,0x00000000,169.254.169.254,10.1.0.2,142,,
1631282986.740562000,,0x00000000,169.254.169.254,10.1.0.2,134,,
1631282986.741125000,,0x000095d0,10.1.0.2,91.189.88.184,60,54200,443
1631282986.850427000,,0x00000000,91.189.88.184,10.1.0.2,60,443,54200
1631282986.850499000,0.109374000,0x000095d1,10.1.0.2,91.189.88.184,52,54200,443
1631282986.851370000,0.109374000,0x000095d2,10.1.0.2,91.189.88.184,569,54200,443
1631282986.960447000,0.109374000,0x000086c1,91.189.88.184,10.1.0.2,2868,443,54200
1631282986.960506000,0.109374000,0x000095d3,10.1.0.2,91.189.88.184,52,54200,443
1631282986.967726000,0.109374000,0x000086c3,91.189.88.184,10.1.0.2,1845,443,54200
1631282986.967755000,0.109374000,0x000095d4,10.1.0.2,91.189.88.184,52,54200,443
1631282986.969026000,0.109374000,0x000095d5,10.1.0.2,91.189.88.184,132,54200,443
1631282986.969164000,0.109374000,0x000095d6,10.1.0.2,91.189.88.184,257,54200,443
1631282987.077811000,0.109374000,0x000086c5,91.189.88.184,10.1.0.2,323,443,54200
1631282987.077852000,0.109374000,0x000095d7,10.1.0.2,91.189.88.184,52,54200,443
1631282987.078645000,0.109374000,0x000086c6,91.189.88.184,10.1.0.2,2868,443,54200
1631282987.078675000,0.109374000,0x000095d8,10.1.0.2,91.189.88.184,52,54200,443
1631282987.085974000,0.109374000,0x000086c8,91.189.88.184,10.1.0.2,2786,443,54200
1631282987.086005000,0.109374000,0x000095d9,10.1.0.2,91.189.88.184,52,54200,443
1631282987.087152000,,0x000095da,10.1.0.2,91.189.88.184,52,54200,443
1631282987.647978000,,0x0000be93,10.1.0.2,142.251.6.95,52,52780,443
1631282987.648729000,,0x00000000,142.251.6.95,10.1.0.2,52,443,52780
1631282999.168027000,,0x000007eb,10.1.0.2,169.254.169.254,40,45474,80
