timestamp,cpu_util_experiment-syncmesh-with-latency-6-node-instance-2,io_read_experiment-syncmesh-with-latency-6-node-instance-2,io_write_experiment-syncmesh-with-latency-6-node-instance-2,iops_read_experiment-syncmesh-with-latency-6-node-instance-2,iops_write_experiment-syncmesh-with-latency-6-node-instance-2,cpu_util_experiment-syncmesh-with-latency-6-node-instance-6,io_read_experiment-syncmesh-with-latency-6-node-instance-6,io_write_experiment-syncmesh-with-latency-6-node-instance-6,iops_read_experiment-syncmesh-with-latency-6-node-instance-6,iops_write_experiment-syncmesh-with-latency-6-node-instance-6,cpu_util_experiment-syncmesh-with-latency-6-node-instance-4,io_read_experiment-syncmesh-with-latency-6-node-instance-4,io_write_experiment-syncmesh-with-latency-6-node-instance-4,iops_read_experiment-syncmesh-with-latency-6-node-instance-4,iops_write_experiment-syncmesh-with-latency-6-node-instance-4,cpu_util_experiment-syncmesh-with-latency-6-node-instance-3,io_read_experiment-syncmesh-with-latency-6-node-instance-3,io_write_experiment-syncmesh-with-latency-6-node-instance-3,iops_read_experiment-syncmesh-with-latency-6-node-instance-3,iops_write_experiment-syncmesh-with-latency-6-node-instance-3,cpu_util_experiment-syncmesh-with-latency-6-node-instance-1,io_read_experiment-syncmesh-with-latency-6-node-instance-1,io_write_experiment-syncmesh-with-latency-6-node-instance-1,iops_read_experiment-syncmesh-with-latency-6-node-instance-1,iops_write_experiment-syncmesh-with-latency-6-node-instance-1,cpu_util_experiment-syncmesh-with-latency-6-node-instance-5,io_read_experiment-syncmesh-with-latency-6-node-instance-5,io_write_experiment-syncmesh-with-latency-6-node-instance-5,iops_read_experiment-syncmesh-with-latency-6-node-instance-5,iops_write_experiment-syncmesh-with-latency-6-node-instance-5,cpu_util_experiment-syncmesh-with-latency-6-client-instance,io_read_experiment-syncmesh-with-latency-6-client-instance,io_write_experiment-syncmesh-with-latency-6-client-instance,iops_read_experiment-syncmesh-with-latency-6-client-instance,iops_write_experiment-syncmesh-with-latency-6-client-instance,cpu_util_experiment-syncmesh-with-latency-6-test-orchestrator,io_read_experiment-syncmesh-with-latency-6-test-orchestrator,io_write_experiment-syncmesh-with-latency-6-test-orchestrator,iops_read_experiment-syncmesh-with-latency-6-test-orchestrator,iops_write_experiment-syncmesh-with-latency-6-test-orchestrator
2021-09-29 11:00:00,0.03700231324646002,0.0,0.0,0.0,0.0,0.05096122409662106,0.0,0.0,0.0,0.0,0.04124556569867745,0.0,0.0,0.0,0.0,0.05585953542228026,0.0,0.0,0.0,0.0,0.055037289572662,0.0,0.0,0.0,0.0,0.05747802488742574,0.0,0.0,0.0,0.0,0.023771438219075472,0.0,0.0,0.0,0.0,0.0015625467065873977,0.0,0.0,0.0,0.0
2021-09-29 10:59:00,0.02134836012341405,0.0,0.0,0.0,0.0,0.01423583368350639,0.0,0.0,0.0,0.0,0.01624885878475908,0.0,0.0,0.0,0.0,0.023590622040644386,0.0,0.0,0.0,0.0,0.01399415076309367,0.0,0.0,0.0,0.0,0.024374066542423616,0.0,0.0,0.0,0.0,0.0014423541633587908,0.0,0.0,0.0,0.0,0.0014038458372458724,0.0,0.0,0.0,0.0
2021-09-29 10:58:00,0.018556360262558275,0.0,0.0,0.0,0.0,0.014340961617214987,0.0,0.0,0.0,0.0,0.016552292113066375,0.0,0.0,0.0,0.0,0.016603177244967543,0.0,0.0,0.0,0.0,0.014111354524916919,0.0,0.0,0.0,0.0,0.016751626070283028,0.0,0.0,0.0,0.0,0.0014229103363083103,0.0,0.0,0.0,0.0,0.0016385042030771994,0.0,0.0,0.0,0.0
2021-09-29 10:57:00,0.018613510973434208,0.0,0.0,0.0,0.0,0.014461507901177128,0.0,0.0,0.0,0.0,0.01661452684643952,0.0,0.0,0.0,0.0,0.016946807042107062,0.0,0.0,0.0,0.0,0.013827039821259745,0.0,0.0,0.0,0.0,0.016972844075280116,0.0,0.0,0.0,0.0,0.0013419601488730375,0.0,0.0,0.0,0.0,0.001709794412643125,0.0,0.0,0.0,0.0
2021-09-29 10:56:00,0.01937498458745684,0.0,0.0,0.0,0.0,0.014585427716817397,0.0,0.0,0.0,0.0,0.016993036129345284,0.0,0.0,0.0,0.0,0.016856134240447792,0.0,0.0,0.0,0.0,0.013879703959052372,0.0,0.0,0.0,0.0,0.01684825108538585,0.0,0.0,0.0,0.0,0.0015617735293839512,0.0,0.0,0.0,0.0,0.001711942219253378,0.0,0.0,0.0,0.0
2021-09-29 10:55:00,0.018805334331346537,0.0,0.0,0.0,0.0,0.015014875120673328,0.0,0.0,0.0,0.0,0.017290681376323863,0.0,0.0,0.0,0.0,0.017071720273942978,0.0,0.0,0.0,0.0,0.013772873135983825,0.0,0.0,0.0,0.0,0.016741496577203443,0.0,0.0,0.0,0.0,0.0015850554394757428,0.0,0.0,0.0,0.0,0.0017746720564547995,0.0,0.0,0.0,0.0
2021-09-29 10:54:00,0.018444150009548348,0.0,0.0,0.0,0.0,0.014268128635914933,0.0,0.0,0.0,0.0,0.017205799489429314,0.0,0.0,0.0,0.0,0.016831960695320447,0.0,0.0,0.0,0.0,0.014039603359299236,0.0,0.0,0.0,0.0,0.020190837171170036,0.0,0.0,0.0,0.0,0.0018477841527634097,0.0,0.0,0.0,0.0,0.0020286544933050266,0.0,0.0,0.0,0.0
2021-09-29 10:53:00,0.019194254634444026,0.0,0.0,0.0,0.0,0.014091720117650178,0.0,0.0,0.0,0.0,0.017089805387401687,0.0,0.0,0.0,0.0,0.01671292702629567,0.0,0.0,0.0,0.0,0.013996104853706014,0.0,0.0,0.0,0.0,0.0184989998129988,0.0,0.0,0.0,0.0,0.001983018654964989,0.0,0.0,0.0,0.0,0.0025680205815118502,0.0,0.0,0.0,0.0
2021-09-29 10:52:00,0.018843567147677712,0.0,0.0,0.0,0.0,0.014659612687037318,0.0,0.0,0.0,0.0,0.017251600384762374,0.0,0.0,0.0,0.0,0.01734118483626522,0.0,0.0,0.0,0.0,0.017664275063969132,0.0,0.0,0.0,0.0,0.017864332548871195,0.0,0.0,0.0,0.0,0.0013570506135148245,0.0,0.0,0.0,0.0,0.008551322244611251,0.0,0.0,0.0,0.0
2021-09-29 10:51:00,0.04495349937963719,0.0,0.0,0.0,0.0,0.023719566485469083,0.0,0.0,0.0,0.0,0.03649552605737938,0.0,0.0,0.0,0.0,0.017390458433317234,0.0,0.0,0.0,0.0,0.016071384515583986,0.0,0.0,0.0,0.0,0.017287447780932535,0.0,0.0,0.0,0.0,0.05300072421931858,0.0,0.0,0.0,0.0,0.039092242661300486,0.0,0.0,0.0,0.0
