insertId,jsonPayload.bytes_sent,jsonPayload.connection.dest_ip,jsonPayload.connection.dest_port,jsonPayload.connection.protocol,jsonPayload.connection.src_ip,jsonPayload.connection.src_port,jsonPayload.dest_instance.project_id,jsonPayload.dest_instance.region,jsonPayload.dest_instance.vm_name,jsonPayload.dest_instance.zone,jsonPayload.dest_location.asn,jsonPayload.dest_location.city,jsonPayload.dest_location.continent,jsonPayload.dest_location.country,jsonPayload.dest_location.region,jsonPayload.dest_vpc.project_id,jsonPayload.dest_vpc.subnetwork_name,jsonPayload.dest_vpc.vpc_name,jsonPayload.end_time,jsonPayload.packets_sent,jsonPayload.reporter,jsonPayload.rtt_msec,jsonPayload.src_instance.project_id,jsonPayload.src_instance.region,jsonPayload.src_instance.vm_name,jsonPayload.src_instance.zone,jsonPayload.src_location.asn,jsonPayload.src_location.city,jsonPayload.src_location.continent,jsonPayload.src_location.country,jsonPayload.src_location.region,jsonPayload.src_vpc.project_id,jsonPayload.src_vpc.subnetwork_name,jsonPayload.src_vpc.vpc_name,jsonPayload.start_time,logName,receiveTimestamp,resource.labels.location,resource.labels.project_id,resource.labels.subnetwork_id,resource.labels.subnetwork_name,resource.type,timestamp
sb8fzig190vq0r,0,10.2.0.12,47050,6,108.177.97.95,443,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:57.689750816Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:57.688824086Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:05.676190977Z,asia-east1-a,dspj-315716,6624708640313626125,experiment-baseline-with-latency-3-subnetwork-2,gce_subnetwork,2021-07-21T01:21:05.676190977Z
sb8fzig190vq0q,0,108.177.97.95,443,6,10.2.0.12,47050,,,,,,,,,,,,,2021-07-21T01:20:57.689750816Z,1,SRC,,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:57.688824086Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:05.676190977Z,asia-east1-a,dspj-315716,6624708640313626125,experiment-baseline-with-latency-3-subnetwork-2,gce_subnetwork,2021-07-21T01:21:05.676190977Z
sb8fzig190vq0j,0,10.2.0.12,47048,6,108.177.97.95,443,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:57.689797578Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:57.688824086Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:05.676190977Z,asia-east1-a,dspj-315716,6624708640313626125,experiment-baseline-with-latency-3-subnetwork-2,gce_subnetwork,2021-07-21T01:21:05.676190977Z
sb8fzig190vq0i,0,108.177.97.95,443,6,10.2.0.12,47048,,,,,,,,,,,,,2021-07-21T01:20:57.689797578Z,1,SRC,,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:57.688824086Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:05.676190977Z,asia-east1-a,dspj-315716,6624708640313626125,experiment-baseline-with-latency-3-subnetwork-2,gce_subnetwork,2021-07-21T01:21:05.676190977Z
1sxyms3g3a6sqoq,540,10.1.0.11,41170,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471910795Z,170,DEST,,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.237318105Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:03.247615474Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:03.247615474Z
1sxyms3g3a6sqok,234,10.1.0.11,41166,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471516872Z,2,DEST,,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471516872Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:03.247615474Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:03.247615474Z
1sxyms3g3a6sqoi,0,173.194.195.95,443,6,10.1.0.11,45040,,,,,,,,,,,,,2021-07-21T01:20:59.158426723Z,1,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:59.158426723Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:03.247615474Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:03.247615474Z
1sne4rkg31mfetg,10138,10.1.0.3,27017,6,10.2.0.12,45952,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:59.836595846Z,7,DEST,160,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.988244586Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfete,745,10.2.0.12,45952,6,10.1.0.3,27017,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:59.836595846Z,9,SRC,160,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.988244586Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfetc,936,10.1.0.3,27017,6,10.2.0.12,45950,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.994581490Z,11,DEST,155,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.681847138Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfeta,319,10.2.0.12,45950,6,10.1.0.3,27017,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.994581490Z,3,SRC,155,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.681847138Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfet9,3837123,10.1.0.3,27017,6,10.1.0.11,41170,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.470886935Z,301,DEST,2,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.083229138Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfet8,1988,10.1.0.11,41170,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.470886935Z,287,SRC,2,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.083229138Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfet7,319,10.2.0.12,45948,6,10.1.0.3,27017,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.985613373Z,4,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:58.681886817Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfet5,693,10.1.0.3,27017,6,10.1.0.11,41166,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.083207138Z,9,DEST,,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.080730093Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfet3,458,10.1.0.11,41166,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.083207138Z,6,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.080730093Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfet1,449,10.1.0.3,27017,6,10.1.0.11,41168,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471726250Z,11,DEST,0,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.080658734Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1sne4rkg31mfet0,458,10.1.0.11,41168,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471726250Z,6,SRC,0,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.080658734Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:21:01.991384278Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:21:01.991384278Z
1jscm54g2u676e9,433,10.1.0.11,41166,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471560452Z,4,DEST,1,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.079670318Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:58.127321899Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:58.127321899Z
1jscm54g2u676e8,281,10.1.0.3,27017,6,10.1.0.11,41166,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471560452Z,5,SRC,1,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.079670318Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:58.127321899Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:58.127321899Z
1jscm54g2u676e0,1265,10.1.0.11,41170,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471924170Z,110,DEST,0,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.083890345Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:58.127321899Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:58.127321899Z
1jscm54g2u676dz,3233417,10.1.0.3,27017,6,10.1.0.11,41170,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471924170Z,94,SRC,0,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.083890345Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:58.127321899Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:58.127321899Z
1jscm54g2u676d9,433,10.1.0.11,41168,6,10.1.0.3,27017,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471682920Z,4,DEST,1,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.079872429Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:58.127321899Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:58.127321899Z
1jscm54g2u676d7,281,10.1.0.3,27017,6,10.1.0.11,41168,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.471682920Z,6,SRC,1,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:56.079872429Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:58.127321899Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:58.127321899Z
1k20n3mfn4kiln,0,10.3.0.13,45378,6,173.194.220.95,443,dspj-315716,europe-north1,experiment-baseline-with-latency-3-node-instance-3,europe-north1-b,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-3,experiment-baseline-with-latency-3-network,2021-07-21T01:20:43.581531852Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:43.581531852Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:57.915328524Z,europe-north1-b,dspj-315716,1429980605295808013,experiment-baseline-with-latency-3-subnetwork-3,gce_subnetwork,2021-07-21T01:20:57.915328524Z
15wcd5rg3a40xmv,0,10.1.0.255,52214,6,173.194.196.95,443,dspj-315716,us-central1,experiment-baseline-with-latency-3-test-orchestrator,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:49.324136211Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:49.324136211Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:57.597002778Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:57.597002778Z
1trd8alg5ohy7w3,0,10.2.0.12,47050,6,108.177.97.95,443,dspj-315716,asia-east1,experiment-baseline-with-latency-3-node-instance-2,asia-east1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-2,experiment-baseline-with-latency-3-network,2021-07-21T01:20:42.585776977Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:42.585776977Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:55.676369633Z,asia-east1-a,dspj-315716,6624708640313626125,experiment-baseline-with-latency-3-subnetwork-2,gce_subnetwork,2021-07-21T01:20:55.676369633Z
15wvfd0g3a1drra,0,173.194.196.95,443,6,10.1.0.255,52214,,,,,,,,,,,,,2021-07-21T01:20:49.323303340Z,1,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-test-orchestrator,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:49.323303340Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.705909653Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.705909653Z
15wvfd0g3a1drr8,0,10.1.0.255,52212,6,173.194.196.95,443,dspj-315716,us-central1,experiment-baseline-with-latency-3-test-orchestrator,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:48.044175125Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:48.043305060Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.705909653Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.705909653Z
15wvfd0g3a1drr7,0,173.194.196.95,443,6,10.1.0.255,52212,,,,,,,,,,,,,2021-07-21T01:20:48.044175125Z,1,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-test-orchestrator,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:48.043305060Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.705909653Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.705909653Z
15wvfd0g3a1drr3,0,10.1.0.255,52216,6,173.194.196.95,443,dspj-315716,us-central1,experiment-baseline-with-latency-3-test-orchestrator,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:47.275983799Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:47.275307991Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.705909653Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.705909653Z
15wvfd0g3a1drr2,0,173.194.196.95,443,6,10.1.0.255,52216,,,,,,,,,,,,,2021-07-21T01:20:47.275983799Z,1,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-test-orchestrator,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:47.275307991Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.705909653Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.705909653Z
1k28mp5g2v8yr90,0,10.1.0.11,45040,6,173.194.195.95,443,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:44.055433011Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:44.055433011Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.348050943Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.348050943Z
1k28mp5g2v8yr8z,0,10.1.0.11,45046,6,173.194.195.95,443,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:46.615079679Z,1,DEST,,,,,,,,,,,,,,2021-07-21T01:20:46.614353678Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.348050943Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.348050943Z
1k28mp5g2v8yr8y,0,173.194.195.95,443,6,10.1.0.11,45046,,,,,,,,,,,,,2021-07-21T01:20:46.615079679Z,1,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-node-instance-1,us-central1-a,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:46.614353678Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:52.348050943Z,us-central1-a,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:52.348050943Z
1dyb3pcg2ghj8m2,0,172.253.119.95,443,6,10.1.0.3,48356,,,,,,,,,,,,,2021-07-21T01:20:46.168264914Z,1,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:46.168264914Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:51.792731959Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:51.792731959Z
1dyb3pcg2ghj8m1,0,172.253.119.95,443,6,10.1.0.3,48354,,,,,,,,,,,,,2021-07-21T01:20:45.912256073Z,1,SRC,,dspj-315716,us-central1,experiment-baseline-with-latency-3-central-server-instance,us-central1-c,,,,,,dspj-315716,experiment-baseline-with-latency-3-subnetwork-1,experiment-baseline-with-latency-3-network,2021-07-21T01:20:45.912256073Z,projects/dspj-315716/logs/compute.googleapis.com%2Fvpc_flows,2021-07-21T01:20:51.792731959Z,us-central1-c,dspj-315716,3339397690707070477,experiment-baseline-with-latency-3-subnetwork-1,gce_subnetwork,2021-07-21T01:20:51.792731959Z
