frame.time_epoch,tcp.analysis.initial_rtt,ip.id,ip.src,ip.dst,ip.len,tcp.srcport,tcp.dstport
1632947354.284844000,,0x00000000,169.254.169.254,10.2.0.12,174,,
1632947354.285596000,,0x00004dad,10.2.0.12,91.189.91.48,60,43874,443
1632947354.342574000,,0x0000da53,10.0.0.255,10.2.0.12,52,60600,22
1632947354.342610000,,0x0000da54,10.0.0.255,10.2.0.12,88,60600,22
1632947354.356926000,,0x0000da55,10.0.0.255,10.2.0.12,52,60600,22
1632947354.358742000,,0x0000da56,10.0.0.255,10.2.0.12,52,60600,22
1632947354.358767000,,0x0000da57,10.0.0.255,10.2.0.12,88,60600,22
1632947354.358767000,,0x0000da58,10.0.0.255,10.2.0.12,112,60600,22
1632947354.359934000,,0x0000da59,10.0.0.255,10.2.0.12,52,60600,22
1632947354.473643000,,0x00000000,91.189.91.48,10.2.0.12,60,443,43874
1632947354.473703000,0.188107000,0x00004dae,10.2.0.12,91.189.91.48,52,43874,443
1632947354.474331000,0.188107000,0x00004daf,10.2.0.12,91.189.91.48,569,43874,443
1632947354.516897000,,0x0000da5a,10.0.0.255,10.2.0.12,52,60600,22
1632947354.661839000,0.188107000,0x00004f1f,91.189.91.48,10.2.0.12,2868,443,43874
1632947354.661897000,0.188107000,0x00004db0,10.2.0.12,91.189.91.48,52,43874,443
1632947354.674495000,0.188107000,0x00004f21,91.189.91.48,10.2.0.12,1845,443,43874
1632947354.674524000,0.188107000,0x00004db1,10.2.0.12,91.189.91.48,52,43874,443
1632947354.675516000,0.188107000,0x00004db2,10.2.0.12,91.189.91.48,132,43874,443
1632947354.675662000,0.188107000,0x00004db3,10.2.0.12,91.189.91.48,257,43874,443
1632947354.790188000,,0x0000e8cc,10.3.0.13,10.2.0.12,137,36534,27017
1632947354.790502000,,0x0000d049,10.2.0.12,10.3.0.13,338,27017,36534
1632947354.862925000,0.188107000,0x00004f23,91.189.91.48,10.2.0.12,323,443,43874
1632947354.862962000,0.188107000,0x00004db4,10.2.0.12,91.189.91.48,52,43874,443
1632947354.864168000,0.188107000,0x00004f24,91.189.91.48,10.2.0.12,2868,443,43874
1632947354.864188000,0.188107000,0x00004db5,10.2.0.12,91.189.91.48,52,43874,443
1632947354.876905000,0.188107000,0x00004f26,91.189.91.48,10.2.0.12,2786,443,43874
1632947354.876945000,0.188107000,0x00004db6,10.2.0.12,91.189.91.48,52,43874,443
1632947354.878078000,,0x00004db7,10.2.0.12,91.189.91.48,52,43874,443
1632947354.932557000,,0x0000886f,10.0.0.4,10.2.0.12,287,51052,27017
1632947354.932834000,,0x0000f691,10.2.0.12,10.0.0.4,370,27017,51052
1632947355.061637000,,0x0000e8cd,10.3.0.13,10.2.0.12,52,36534,27017
1632947355.124980000,,0x00008870,10.0.0.4,10.2.0.12,52,51052,27017
1632947355.551410000,,0x00008871,10.0.0.4,10.2.0.12,261,51052,27017
1632947355.552587000,,0x0000f692,10.2.0.12,10.0.0.4,2868,27017,51052
