timestamp,cpu_util_experiment-syncmesh-with-latency-3-node-instance-2,io_read_experiment-syncmesh-with-latency-3-node-instance-2,io_write_experiment-syncmesh-with-latency-3-node-instance-2,iops_read_experiment-syncmesh-with-latency-3-node-instance-2,iops_write_experiment-syncmesh-with-latency-3-node-instance-2,cpu_util_experiment-syncmesh-with-latency-3-node-instance-3,io_read_experiment-syncmesh-with-latency-3-node-instance-3,io_write_experiment-syncmesh-with-latency-3-node-instance-3,iops_read_experiment-syncmesh-with-latency-3-node-instance-3,iops_write_experiment-syncmesh-with-latency-3-node-instance-3,cpu_util_experiment-syncmesh-with-latency-3-node-instance-1,io_read_experiment-syncmesh-with-latency-3-node-instance-1,io_write_experiment-syncmesh-with-latency-3-node-instance-1,iops_read_experiment-syncmesh-with-latency-3-node-instance-1,iops_write_experiment-syncmesh-with-latency-3-node-instance-1,cpu_util_experiment-syncmesh-with-latency-3-client-instance,io_read_experiment-syncmesh-with-latency-3-client-instance,io_write_experiment-syncmesh-with-latency-3-client-instance,iops_read_experiment-syncmesh-with-latency-3-client-instance,iops_write_experiment-syncmesh-with-latency-3-client-instance
2021-07-21 14:44:00,0.09251045309642808,7381,950945,2,110,0.09392258022423997,65423,797010,5,87,0.09071400226000036,130787,674420,8,66,0.005805857702989432,0,0,0,0
2021-07-21 14:43:00,0.09704116337242395,74623,985976,12,108,0.0949486832124838,12401,691795,1,69,0.09080917995469424,24861,883490,1,109,0.005306735678209643,0,0,0,0
2021-07-21 14:42:00,0.09318530209840976,447284,1020741,34,130,0.09126116037060208,27547,708973,3,74,0.08766442268995432,0,776387,0,86,0.005148297362855676,0,0,0,0
2021-07-21 14:41:00,0.08418097660297973,48248,643876,4,54,0.0924361264660168,5221,603167,0,51,0.08684492105211442,75718,529293,3,39,0.005468272861969344,0,0,0,0
2021-07-21 14:40:00,0.08467546681927729,0,749733,0,73,0.09433686578781911,113630,832999,6,99,0.08920109913006986,14394,752445,1,74,0.005495046551516225,0,0,0,0
2021-07-21 14:39:00,0.08507389990599752,0,869295,0,100,0.09348402912383352,45641,608615,5,48,0.08792779159592592,0,892293,0,106,0.005315017266045885,0,0,0,0
2021-07-21 14:38:00,0.08607399292533557,0,696100,0,58,0.09692053907655898,4569,773994,1,95,0.08917314145980033,0,582351,0,45,0.005380768755416672,0,0,0,0
2021-07-21 14:37:00,0.08463260741407908,0,900959,0,104,0.09230717328663236,285794,591279,29,50,0.09023635237644594,0,819628,0,97,0.005577961434925763,0,19264,0,2
2021-07-21 14:36:00,0.08666393772086185,99645,818677,5,88,0.09296076844632258,150586,762346,8,82,0.08742751040550445,0,621849,0,51,0.00590331158846169,0,58560,0,8
2021-07-21 14:35:00,0.08614908484139032,18328,648218,3,52,0.09170523041626664,193884,916443,9,100,0.09120572654932838,0,828133,0,101,0.005336483698918926,0,0,0,0
2021-07-21 14:34:00,0.08483449339166307,811,914961,0,107,0.09358487084538562,40175,703845,2,61,0.08867039080407815,0,811145,0,83,0.005387087842297688,0,0,0,0
2021-07-21 14:33:00,0.08206560720233823,36905,813304,5,80,0.09428573825143377,1305,728318,0,72,0.09019044183215402,0,633519,0,51,0.005402709145045037,0,1014,0,0
2021-07-21 14:32:00,0.08571457252700534,2207327,739683,60,76,0.09250813944831293,134289,865337,8,107,0.0877087210976081,58510,784527,3,95,0.00547499362840161,0,7137,0,2
2021-07-21 14:31:00,0.08448631485418426,356446,729486,9,72,0.0906600277391334,25455,754544,2,81,0.09010993578446858,11122,781337,0,87,0.005373238799118477,0,12329,0,2
2021-07-21 14:30:00,0.08615354762760792,12570,655284,0,56,0.08911680801737512,0,532820,0,43,0.08995474612076275,20651,577968,5,47,0.005364295868647654,0,0,0,0
2021-07-21 14:29:00,0.08374410122337868,29525,783720,5,80,0.10138896025570432,4920488,1528609,193,168,0.10681434501556453,4543566,1146411,191,100,0.005443654453356334,0,0,0,0
2021-07-21 14:28:00,0.09773983761717393,4675508,1503618,195,158,0.09958692368851985,932696,880813,37,92,0.09209485027887372,862983,1000001,36,119,0.005591956485192876,0,38527,0,8
2021-07-21 14:27:00,0.08922197474951568,513271,1023775,21,119,0.0916645704151951,0,614145,0,48,0.08658415360213212,0,612983,0,51,0.005909480680106327,0,126246,0,25
2021-07-21 14:26:00,0.08668178820995347,0,848158,0,88,0.09094064925727706,41320,721324,5,73,0.09116763718286336,0,755377,0,77,0.006112942592974235,0,27739,0,4
2021-07-21 14:25:00,0.08633359342691921,0,628904,0,46,0.0905602231376008,7832,979614,1,115,0.0889885513405441,3442,873780,1,105,0.005409662491555166,0,0,0,0
2021-07-21 14:24:00,0.08828814735329142,0,927281,0,107,0.09380277461493354,0,583260,0,49,0.08909620832702576,193395,672004,8,58,0.005844438897186184,0,1014,0,0
2021-07-21 14:23:00,0.08628573553644495,0,796499,0,79,0.09324520091378946,0,754510,0,75,0.08472378974520228,36635,809759,2,88,0.005352610442728907,0,7137,0,2
2021-07-21 14:22:00,0.08416405093691044,0,656445,0,49,0.09432240531735185,0,913010,0,111,0.09194707367550828,0,867865,0,100,0.005408421162256852,0,12329,0,2
2021-07-21 14:21:00,0.0843914264194249,0,930949,0,109,0.09244338698190782,0,820243,0,91,0.08887366020471177,0,920629,0,112,0.005561847768575489,0,0,0,0
2021-07-21 14:20:00,0.08830673760882726,0,774323,0,79,0.09434485466826459,44764,729875,3,76,0.09226713520863919,75719,730166,8,78,0.0055626695825440695,0,2028,0,0
2021-07-21 14:19:00,0.08779555460634943,0,690934,0,58,0.09405237288125552,8484,585952,1,46,0.0927912625872172,14393,626832,1,50,0.005585365439880974,0,66994,0,14
2021-07-21 14:18:00,0.09014088007522503,0,1045701,0,119,0.0946487792705947,41320,860713,8,84,0.09224778334106058,0,824348,0,86,0.005968320355584922,0,194054,0,37
2021-07-21 14:17:00,0.08659060153676042,0,701628,0,57,0.09640609683654588,80141,914059,8,113,0.09138843923431257,0,760999,0,81,0.005732627594722335,0,27740,0,2
2021-07-21 14:16:00,0.0867627773600077,62740,932561,1,110,0.09412124260571393,89459,837655,8,88,0.09107327925041868,13767,916907,3,113,0.005471531994841665,0,0,0,0
2021-07-21 14:15:00,0.08592770067832115,6892,774345,0,79,0.08869538845213752,14360,737209,1,76,0.0939577609247853,2617,716229,1,74,0.005268806446346493,0,0,0,0
2021-07-21 14:14:00,0.08508342019024913,0,746280,0,72,0.09026493445805764,0,565953,0,45,0.09020752541691479,0,764671,0,78,0.005330310408149092,0,0,0,0
2021-07-21 14:13:00,0.08504278538223768,0,885705,0,93,0.08764809082249769,0,750061,0,73,0.09017764495126812,37859,796110,4,85,0.005558193241989547,0,0,0,0
2021-07-21 14:12:00,0.08301758558138772,55359,775649,2,75,0.09143943469361204,55092,900705,2,106,0.08938480361342727,76032,698909,4,78,0.005724350635496478,0,0,0,0
2021-07-21 14:11:00,0.08532834156828528,6081,625302,0,48,0.09528231909391138,10444,687463,0,59,0.09041507104957702,13085,951825,1,109,0.005342409886437119,0,0,0,0
2021-07-21 14:10:00,0.08678438481226654,0,850191,0,90,0.09418094341043096,3443,863446,1,101,0.09158988771345378,0,793586,0,87,0.005129200420257736,0,0,0,0
2021-07-21 14:09:00,0.08657282160444878,0,950353,0,105,0.09449111062678146,38529,660738,5,56,0.0895485517265134,30976,636635,3,50,0.005554635234044979,0,0,0,0
2021-07-21 14:08:00,0.09022752960594478,0,644773,0,48,0.09321743614105552,41614,834793,4,96,0.09029907248354618,64398,869093,2,101,0.00566744217741899,0,0,0,0
2021-07-21 14:07:00,0.08567415464644057,0,864941,0,100,0.09220287476439162,6526,735352,0,77,0.08731551217091747,11122,635283,0,53,0.005252559885909372,0,0,0,0
2021-07-21 14:06:00,0.08789780662808273,0,667807,0,51,0.0970287460740214,20660,777472,3,78,0.08893234194032118,0,1011856,0,124,0.005389223665000979,0,0,0,0
2021-07-21 14:05:00,0.08711232783546544,0,1008429,0,119,0.09568641150705066,3916,752654,1,78,0.09095940159613745,265013,807955,6,91,0.00538877519061387,0,0,0,0
2021-07-21 14:04:00,0.08491020292528617,0,627862,0,47,0.0968990572077549,72309,556084,1,43,0.09508759101750759,53821,939518,2,120,0.0057531313181335975,0,0,0,0
2021-07-21 14:03:00,0.08870784235061535,0,784609,0,75,0.09346171878737645,13707,764669,0,76,0.09029188929243047,14421,782116,1,83,0.005283608344932133,0,0,0,0
2021-07-21 14:02:00,0.08611634234661854,0,884424,0,99,0.09284066140594878,0,897091,0,107,0.0938795698218513,9500,941645,2,117,0.005353311238433633,0,0,0,0
2021-07-21 14:01:00,0.0854947111083817,55359,826494,2,87,0.09521506473780997,0,620732,0,53,0.09009979030970308,1309,944534,0,111,0.005656319560843078,0,0,0,0
2021-07-21 14:00:00,0.08961254037484896,6081,837651,0,86,0.0953175803286541,0,851037,0,99,0.09166318524676834,0,593804,0,48,0.005623664228300147,0,1014,0,0
2021-07-21 13:59:00,0.08838108282332749,0,621939,0,45,0.09390330389592805,0,619424,0,48,0.08879568927921373,0,920741,0,111,0.005480782616141748,0,7137,0,2
2021-07-21 13:58:00,0.08969973682260957,0,919084,0,106,0.09503774713766214,17216,847597,1,99,0.08976081726523451,0,826684,0,90,0.005399323803749448,0,12329,0,2
2021-07-21 13:57:00,0.09057030682081309,0,887947,0,91,0.09583245398199834,3264,763394,0,81,0.09030202669724474,0,801511,0,83,0.005445454461415977,0,0,0,0
2021-07-21 13:56:00,0.09082678867907626,0,614916,0,44,0.09569408633980457,0,737271,0,73,0.09460091104417263,0,912962,0,110,0.0057192763095462356,0,0,0,0
2021-07-21 13:55:00,0.08906785219125386,92265,762886,4,74,0.09494941743080668,89526,596108,5,47,0.08975863012882712,0,620677,0,53,0.005256727814015722,0,43596,0,9
2021-07-21 13:54:00,0.08680470947652925,10135,966859,0,117,0.09546084844881855,72063,779384,3,78,0.09426577308971673,58510,1036120,3,135,0.00606295713036431,0,137601,0,28
2021-07-21 13:53:00,0.0917965781749075,0,795230,0,83,0.09467966797096494,10443,932830,0,116,0.0895712670873839,11122,830410,1,95,0.006190595130908841,0,15411,0,2
2021-07-21 13:52:00,0.09094845268020416,173455,995562,5,118,0.09780202352674412,0,620365,0,55,0.09138121289183705,17209,763812,1,78,0.005568794820293968,0,0,0,0
2021-07-21 13:51:00,0.08878346375417814,81796,639784,4,49,0.10067123400715634,137732,1039120,13,126,0.08974032005028221,3271,820366,0,88,0.005261035786608896,0,0,0,0
2021-07-21 13:50:00,0.08825048975367147,6893,797306,0,79,0.0988480775889684,46768,789608,4,86,0.08764321589874176,0,776424,0,84,0.005362403485308438,0,0,0,0
2021-07-21 13:49:00,0.08881966661503309,0,804426,0,86,0.09504861569713322,28019,773201,3,82,0.09344550405342507,0,759064,0,75,0.0055348192351907235,0,0,0,0
