timestamp,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-2,io_read_experiment-advanced-mongo-with-latency-3-node-instance-2,io_write_experiment-advanced-mongo-with-latency-3-node-instance-2,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-2,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-2,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-3,io_read_experiment-advanced-mongo-with-latency-3-node-instance-3,io_write_experiment-advanced-mongo-with-latency-3-node-instance-3,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-3,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-3,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-1,io_read_experiment-advanced-mongo-with-latency-3-node-instance-1,io_write_experiment-advanced-mongo-with-latency-3-node-instance-1,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-1,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-1,cpu_util_experiment-advanced-mongo-with-latency-3-central-server,io_read_experiment-advanced-mongo-with-latency-3-central-server,io_write_experiment-advanced-mongo-with-latency-3-central-server,iops_read_experiment-advanced-mongo-with-latency-3-central-server,iops_write_experiment-advanced-mongo-with-latency-3-central-server,cpu_util_experiment-advanced-mongo-with-latency-3-client-instance,io_read_experiment-advanced-mongo-with-latency-3-client-instance,io_write_experiment-advanced-mongo-with-latency-3-client-instance,iops_read_experiment-advanced-mongo-with-latency-3-client-instance,iops_write_experiment-advanced-mongo-with-latency-3-client-instance,cpu_util_experiment-advanced-mongo-with-latency-3-test-orchestrator,io_read_experiment-advanced-mongo-with-latency-3-test-orchestrator,io_write_experiment-advanced-mongo-with-latency-3-test-orchestrator,iops_read_experiment-advanced-mongo-with-latency-3-test-orchestrator,iops_write_experiment-advanced-mongo-with-latency-3-test-orchestrator,cpu_util_experiment-advanced-mongo-with-latency-3-central-config-server,io_read_experiment-advanced-mongo-with-latency-3-central-config-server,io_write_experiment-advanced-mongo-with-latency-3-central-config-server,iops_read_experiment-advanced-mongo-with-latency-3-central-config-server,iops_write_experiment-advanced-mongo-with-latency-3-central-config-server
2021-09-26 12:49:00,0.020728549935739693,0.0,0.0,0.0,0.0,0.019636855905400333,0.0,0.0,0.0,0.0,0.028944211912684162,0.0,0.0,0.0,0.0,0.005476587032220692,0.0,0.0,0.0,0.0,0.0011725652134231268,0.0,0.0,0.0,0.0,0.001163897813562187,0.0,0.0,0.0,0.0,0.021301679970738025,0.0,0.0,0.0,0.0
2021-09-26 12:48:00,0.02005409620260584,0.0,0.0,0.0,0.0,0.01971385342342368,0.0,0.0,0.0,0.0,0.028474809009880173,0.0,0.0,0.0,0.0,0.005804919092368977,0.0,0.0,0.0,0.0,0.001179461430586078,0.0,0.0,0.0,0.0,0.0011306918563268671,0.0,0.0,0.0,0.0,0.02148482089962395,0.0,0.0,0.0,0.0
2021-09-26 12:47:00,0.019692503032266016,0.0,0.0,0.0,0.0,0.020039843498119582,0.0,0.0,0.0,0.0,0.028063970042749038,0.0,0.0,0.0,0.0,0.0055918964433971045,0.0,0.0,0.0,0.0,0.001130778689124175,0.0,0.0,0.0,0.0,0.0010578962473781909,0.0,0.0,0.0,0.0,0.021191765568426984,0.0,0.0,0.0,0.0
2021-09-26 12:46:00,0.020681210180292453,0.0,0.0,0.0,0.0,0.01979023657550319,0.0,0.0,0.0,0.0,0.02797728172234457,0.0,0.0,0.0,0.0,0.005888434068361429,0.0,0.0,0.0,0.0,0.0012448506531503275,0.0,0.0,0.0,0.0,0.001243174727560851,0.0,0.0,0.0,0.0,0.02189106633452269,0.0,0.0,0.0,0.0
2021-09-26 12:45:00,0.020268353856562744,0.0,0.0,0.0,0.0,0.020500807656749487,0.0,0.0,0.0,0.0,0.02863311001083038,0.0,0.0,0.0,0.0,0.005458885773116388,0.0,0.0,0.0,0.0,0.001128372837483956,0.0,0.0,0.0,0.0,0.0010520717027548679,0.0,0.0,0.0,0.0,0.022262354008304897,0.0,0.0,0.0,0.0
2021-09-26 12:44:00,0.02084880817720176,0.0,0.0,0.0,0.0,0.02103455258879592,0.0,0.0,0.0,0.0,0.027813268317255318,0.0,0.0,0.0,0.0,0.005723175665985517,0.0,0.0,0.0,0.0,0.001226959661413692,0.0,0.0,0.0,0.0,0.0012003924383639248,0.0,0.0,0.0,0.0,0.022209240502650593,0.0,0.0,0.0,0.0
2021-09-26 12:43:00,0.020559107277607326,0.0,0.0,0.0,0.0,0.020682202895431108,0.0,0.0,0.0,0.0,0.02762907622515769,0.0,0.0,0.0,0.0,0.005731690624216412,0.0,0.0,0.0,0.0,0.0011030289147006063,0.0,0.0,0.0,0.0,0.0012566022917923191,0.0,0.0,0.0,0.0,0.021910258470688386,0.0,0.0,0.0,0.0
2021-09-26 12:42:00,0.02055863755035574,0.0,0.0,0.0,0.0,0.020525180223512508,0.0,0.0,0.0,0.0,0.02788641272511351,0.0,0.0,0.0,0.0,0.005771037107736513,0.0,0.0,0.0,0.0,0.001193259986377863,0.0,0.0,0.0,0.0,0.0013625754806201465,0.0,0.0,0.0,0.0,0.02231311166219617,0.0,0.0,0.0,0.0
2021-09-26 12:41:00,0.019956711455813073,0.0,0.0,0.0,0.0,0.019882417967570613,0.0,0.0,0.0,0.0,0.02826561233218854,0.0,0.0,0.0,0.0,0.006224973402587135,0.0,0.0,0.0,0.0,0.0012293394534869625,0.0,0.0,0.0,0.0,0.0012250330081793473,0.0,0.0,0.0,0.0,0.022025647343013568,0.0,0.0,0.0,0.0
2021-09-26 12:40:00,0.020334116689196928,0.0,0.0,0.0,0.0,0.020449439028606756,0.0,0.0,0.0,0.0,0.02848682200345536,0.0,0.0,0.0,0.0,0.006224116383714554,0.0,0.0,0.0,0.0,0.0011356245054514602,0.0,0.0,0.0,0.0,0.001167381509751427,0.0,0.0,0.0,0.0,0.022026672503540113,0.0,0.0,0.0,0.0
