timestamp,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-2,io_read_experiment-advanced-mongo-with-latency-3-node-instance-2,io_write_experiment-advanced-mongo-with-latency-3-node-instance-2,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-2,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-2,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-3,io_read_experiment-advanced-mongo-with-latency-3-node-instance-3,io_write_experiment-advanced-mongo-with-latency-3-node-instance-3,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-3,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-3,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-1,io_read_experiment-advanced-mongo-with-latency-3-node-instance-1,io_write_experiment-advanced-mongo-with-latency-3-node-instance-1,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-1,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-1,cpu_util_experiment-advanced-mongo-with-latency-3-client-instance,io_read_experiment-advanced-mongo-with-latency-3-client-instance,io_write_experiment-advanced-mongo-with-latency-3-client-instance,iops_read_experiment-advanced-mongo-with-latency-3-client-instance,iops_write_experiment-advanced-mongo-with-latency-3-client-instance,cpu_util_experiment-advanced-mongo-with-latency-3-central-config-server,io_read_experiment-advanced-mongo-with-latency-3-central-config-server,io_write_experiment-advanced-mongo-with-latency-3-central-config-server,iops_read_experiment-advanced-mongo-with-latency-3-central-config-server,iops_write_experiment-advanced-mongo-with-latency-3-central-config-server,cpu_util_experiment-advanced-mongo-with-latency-3-central-server,io_read_experiment-advanced-mongo-with-latency-3-central-server,io_write_experiment-advanced-mongo-with-latency-3-central-server,iops_read_experiment-advanced-mongo-with-latency-3-central-server,iops_write_experiment-advanced-mongo-with-latency-3-central-server
2021-09-15 13:09:00,0.009555544232763205,0,935909,0,65,0.00986953166596057,0,812558,0,62,0.010023653876115191,0,892486,0,63,0.001592443850609963,0,0,0,0,0.018650663137297366,0,1566753,0,154,0.007804727833482161,0,540670,0,42
2021-09-15 13:08:00,0.009389233167513566,0,921562,0,63,0.009933532386704276,0,857479,0,58,0.010264927672757078,0,886328,0,56,0.0015281272570424184,0,0,0,0,0.018334464908145758,0,1572505,0,157,0.007786945698186306,0,542351,0,46
2021-09-15 13:07:00,0.009384289411917735,0,899060,0,63,0.009819130728634681,0,873540,0,62,0.010409420902593069,0,944065,0,66,0.0014684585369015698,0,0,0,0,0.01728096288417002,0,1543476,0,153,0.007657527970715231,0,534709,0,46
2021-09-15 13:06:00,0.009403529412553742,0,903318,0,56,0.009869702839012954,0,911525,0,68,0.009962078891291526,0,897992,0,59,0.0015524139081866412,0,0,0,0,0.016830463129065266,0,1529873,0,151,0.007615726527475886,0,538630,0,43
2021-09-15 13:05:00,0.009386585524257876,0,958973,0,67,0.009965175356416011,0,889004,0,69,0.010274485274781378,0,893444,0,61,0.001641550718427709,0,0,0,0,0.01680785917500979,0,1653668,0,173,0.007826584890665818,0,546804,0,43
2021-09-15 13:04:00,0.009297652225313868,0,903397,0,61,0.009916926374628095,0,829755,0,59,0.010173380303035629,0,922091,0,64,0.0014371477213529714,0,0,0,0,0.016945414883763495,0,1715669,0,180,0.007765955640914039,0,535284,0,41
2021-09-15 13:03:00,0.010414536261439858,0,992365,0,71,0.00989865411555968,0,848355,0,57,0.01053035033705972,0,1042060,0,86,0.0015472202395827139,0,0,0,0,0.0167881838463245,0,1543061,0,151,0.007643394911191119,0,543647,0,46
2021-09-15 13:02:00,0.013138264253155778,0,885507,0,56,0.009893386460277043,0,852428,0,59,0.010111216647618448,0,880325,0,56,0.0014669975370570872,0,0,0,0,0.016702858299361384,0,1499198,0,149,0.007571387371001492,0,522610,0,43
2021-09-15 13:01:00,0.009362319586949752,0,924966,0,64,0.009858997701849148,0,875858,0,64,0.010240449781968171,0,939445,0,68,0.0015921779357507642,0,0,0,0,0.016813535941919137,0,1531234,0,153,0.007608290772552569,0,511811,0,38
2021-09-15 13:00:00,0.009318213228986376,0,925936,0,66,0.009819988095287613,0,1011600,0,96,0.010182462009595383,0,917500,0,58,0.0015014276607648942,0,0,0,0,0.01687287696045511,0,1556515,0,156,0.007648278685374521,0,529883,0,37
2021-09-15 12:59:00,0.009354879641549966,0,1023064,0,87,0.009913818512913508,0,881442,0,65,0.010158773635620833,0,899270,0,63,0.001552306288468704,0,0,0,0,0.016863081263459395,0,1564620,0,157,0.007596045085510165,0,553322,0,43
2021-09-15 12:58:00,0.009221743062968812,0,900469,0,62,0.010012942870795882,0,857945,0,61,0.010264218145957215,0,862720,0,51,0.001613745895627498,0,0,0,0,0.016899672029451078,0,1559950,0,158,0.0077076236005301745,0,519262,0,41
2021-09-15 12:57:00,0.009305567299351006,0,908554,0,59,0.009859671280638811,0,872449,0,61,0.010426518811864108,0,920705,0,63,0.0015648095572823688,0,0,0,0,0.016701414132343946,0,1562561,0,160,0.007758717307013304,0,522060,0,43
2021-09-15 12:56:00,0.009063827725825983,0,885627,0,59,0.009618517021635853,0,870560,0,62,0.010135171822810207,0,876737,0,54,0.0014482592332692927,0,0,0,0,0.01700319760665252,0,1521327,0,156,0.007694735166186225,0,548311,0,46
2021-09-15 12:55:00,0.009347569829318066,0,956056,0,68,0.009770391278153549,0,854650,0,62,0.010243251131136806,0,894468,0,62,0.0015354054052953833,0,0,0,0,0.017075384431049657,0,1559624,0,157,0.0076617231747045855,0,555190,0,43
2021-09-15 12:54:00,0.009520281966392,0,808542,0,54,0.009836785216965419,0,843777,0,58,0.010011482425756904,0,840323,0,53,0.0015405664840325054,0,0,0,0,0.017040488841452844,0,1566963,0,158,0.007603424890789275,0,538998,0,42
2021-09-15 12:53:00,0.009876472096292825,0,925576,0,64,0.010079607236396745,0,846607,0,57,0.010506358496083596,0,899717,0,61,0.001643490413610967,0,0,0,0,0.01688897323317159,0,1495365,0,148,0.007675831363337219,0,528191,0,43
2021-09-15 12:52:00,0.009474354083539537,0,874598,0,57,0.009988248897816257,0,869761,0,61,0.010155149035440066,0,878907,0,53,0.0014296816713079844,0,0,0,0,0.016837903557095992,0,1511154,0,152,0.007554604297190319,0,526153,0,42
2021-09-15 12:51:00,0.009389765284048697,0,913979,0,62,0.009811775227777274,0,882052,0,66,0.010066170593124943,0,907637,0,63,0.001481631382633471,0,0,0,0,0.017333365409675137,0,1541082,0,156,0.007609361788473734,0,549054,0,44
2021-09-15 12:50:00,0.009492722242453056,0,872612,0,63,0.009714969045646171,0,888704,0,67,0.010072721518864115,0,883083,0,55,0.0015167656738891348,0,0,0,0,0.018236685303523358,0,1545273,0,154,0.0076648577059771125,0,552770,0,43
2021-09-15 12:49:00,0.00964107195295488,0,938506,0,66,0.009984619502561524,0,856523,0,62,0.01047322772491744,0,864253,0,58,0.0015764833498053577,0,0,0,0,0.018448308475818936,0,1560539,0,155,0.0076438225671713175,0,520556,0,38
2021-09-15 12:48:00,0.009563191097910817,0,875335,0,58,0.009953997491520757,0,865814,0,61,0.010318094870624843,0,890172,0,56,0.0015178123433713608,0,0,0,0,0.01850890808965649,0,1516502,0,153,0.007621012184315153,0,535105,0,42
2021-09-15 12:47:00,0.009477355906671883,0,935098,0,64,0.009837085897684499,0,901781,0,66,0.010372425974752748,0,956601,0,67,0.0014650727438388837,0,0,0,0,0.01785628744631348,0,1773880,0,203,0.007597862730027316,0,554433,0,48
2021-09-15 12:46:00,0.0093769693308739,0,878779,0,59,0.00952656197905526,0,848488,0,58,0.010236245411224823,0,904702,0,60,0.0015334005904203234,0,0,0,0,0.018653335192675514,0,2119929,0,253,0.0076657897964698424,0,518342,0,40
2021-09-15 12:45:00,0.009574665027442582,0,952136,0,70,0.00947806563751783,0,877659,0,67,0.01045274057410476,0,931723,0,68,0.0016819596906813671,0,0,0,0,0.019120143535841787,0,2227937,0,259,0.0077817807198310145,0,552028,0,43
2021-09-15 12:44:00,0.009449122594374634,0,872571,0,59,0.009813108451949878,0,834613,0,61,0.010248777253233735,0,938948,0,66,0.001504555029278265,0,0,0,0,0.019017996462491738,0,2415503,0,303,0.00764620313173765,0,541416,0,43
2021-09-15 12:43:00,0.009558158237379644,0,924237,0,63,0.00996601244292492,0,915467,0,63,0.010352102542901776,0,929596,0,66,0.0015677244058631837,0,0,0,0,0.019152875898780054,0,2351090,0,292,0.007590928325976165,0,508077,0,38
2021-09-15 12:42:00,0.009445141358649304,0,885502,0,61,0.009808590817450143,0,872118,0,62,0.01007441020185714,0,892666,0,57,0.001563428520832133,0,0,0,0,0.019307526329622723,0,2231357,0,275,0.007543082631286306,0,507178,0,40
2021-09-15 12:41:00,0.009498849267811239,0,926343,0,65,0.010042868941111276,0,946822,0,81,0.010558551886960761,0,954175,0,72,0.001582286642069164,0,0,0,0,0.019649267992388295,0,2182428,0,265,0.007611843524609678,0,566924,0,48
2021-09-15 12:40:00,0.00938123887056482,0,899653,0,64,0.01038690461021569,0,1298434,0,144,0.010648877621215054,0,1077638,0,97,0.0015130817302036804,0,0,0,0,0.01986658007614229,0,2348729,0,289,0.0076503775861382906,0,555933,0,41
2021-09-15 12:39:00,0.009504095530725938,0,854729,0,57,0.010713183812929591,0,1300781,0,147,0.010400507262386328,0,953657,0,64,0.00149240471383744,0,0,0,0,0.020374519786109126,0,2506761,0,271,0.0076272807892934225,0,514784,0,38
2021-09-15 12:38:00,0.009724538309674813,0,883523,0,60,0.010899920252341152,0,1299130,0,142,0.0102158588902455,0,937032,0,66,0.001536601554319361,0,0,0,0,0.020267145628919063,0,2610935,0,280,0.007604641917674352,0,518530,0,41
2021-09-15 12:37:00,0.009791857179654547,0,946760,0,64,0.010971813568640224,0,1171849,0,112,0.010349063785869816,0,933893,0,62,0.0015380980732004445,0,0,0,0,0.020048768063119837,0,2419306,0,306,0.007595839674551522,0,539169,0,46
2021-09-15 12:36:00,0.00950496642528454,0,931576,0,70,0.011060090634636784,0,1378582,0,157,0.010193172181161003,0,925245,0,62,0.0014458969775508496,0,0,0,0,0.020156916108192983,0,2258670,0,273,0.0077687325780630085,0,512384,0,38
2021-09-15 12:35:00,0.009655658440369544,0,1086931,0,96,0.010875927132126624,0,1468800,0,175,0.010112203534112988,0,901821,0,62,0.0014887485093581176,0,0,0,0,0.028830958548085543,0,3050686,0,340,0.007886896134502308,0,546635,0,42
2021-09-15 12:34:00,0.009802503475434795,0,834446,0,57,0.01101861183709237,0,1301724,0,143,0.010240972903621545,0,915583,0,65,0.0014898182663642956,0,0,0,0,0.18329961876321288,98797667,180014826,421,1643,0.007848042000639547,0,544385,0,44
2021-09-15 12:33:00,0.009839278739515104,0,933721,0,64,0.01119294407790316,0,1333705,0,146,0.010533483242743577,0,908348,0,61,0.0016528903144205742,0,0,0,0,0.11665471060362147,137758621,248423391,588,2013,0.00785637599349466,0,513486,0,40
2021-09-15 12:32:00,0.00954021984229693,0,865083,0,57,0.010869108536047634,0,1362306,0,156,0.0101832541579995,0,947466,0,67,0.0014175584734516633,0,0,0,0,0.019799870251026162,0,2184538,0,270,0.007613545019594407,0,510519,0,41
2021-09-15 12:31:00,0.00961563341664752,0,931844,0,65,0.011198962553864551,0,1156589,0,115,0.010699735809034413,0,1143982,0,105,0.0014979697011042957,0,0,0,0,0.01970687650547044,0,2099476,0,255,0.0076777669067316385,0,531921,0,42
2021-09-15 12:30:00,0.009666565601853942,0,936562,0,68,0.010357250488196239,0,895104,0,66,0.010722460700358738,0,1219152,0,114,0.0015345230033166975,0,0,0,0,0.01963089662879251,0,2369801,0,306,0.007864518879306578,0,557245,0,43
2021-09-15 12:29:00,0.009746241821990983,0,894824,0,65,0.010175753974432192,0,963548,0,72,0.010342212681314323,0,862721,0,59,0.001573862313801063,0,0,0,0,0.0192255379271946,0,2462223,0,321,0.007810088539261528,0,524083,0,38
2021-09-15 12:28:00,0.009710686175979314,0,848132,0,53,0.010255752969424254,0,873717,0,62,0.010240309281352703,0,932226,0,59,0.001476768613938854,0,0,0,0,0.018865180692768983,0,2171430,0,263,0.007742616239737287,0,514072,0,40
2021-09-15 12:27:00,0.009696225767694956,0,951437,0,68,0.010114402666815181,0,854784,0,59,0.010201693423695701,0,911485,0,61,0.001537079092572924,0,0,0,0,0.018770170121747278,0,2080518,0,254,0.007721915902248592,0,555360,0,48
2021-09-15 12:26:00,0.009602409059090178,0,868482,0,58,0.009972527906461437,0,876079,0,66,0.010016051421669659,0,911943,0,60,0.0015278831515573188,0,0,0,0,0.019191068479783743,0,2300148,0,290,0.007861289233080507,0,514803,0,39
2021-09-15 12:25:00,0.009821429511060843,0,918754,0,67,0.009934198386292791,0,866316,0,66,0.010213220370336748,0,923329,0,68,0.0016359802636425039,0,0,0,0,0.019391465816476244,0,2189188,0,271,0.007972955314963788,0,524841,0,38
2021-09-15 12:24:00,0.009707419946442997,0,880811,0,61,0.009995435662665387,0,824869,0,58,0.010172723729686103,0,898418,0,61,0.0015004905047116305,0,1752,0,0,0.01918738293831931,0,2126185,0,269,0.007829763705451853,0,533051,0,41
2021-09-15 12:23:00,0.009801422585737404,0,949457,0,65,0.010254244111432815,0,873535,0,65,0.010328400358550502,0,924992,0,61,0.001650127879100675,0,9353,0,2,0.018981344477967354,0,2170621,0,279,0.007796823571557828,0,549224,0,47
2021-09-15 12:22:00,0.009696910741161939,0,890264,0,59,0.010216543798122757,0,908220,0,61,0.010139415783592653,0,908348,0,60,0.0015620974036698006,0,9375,0,2,0.018882936593601584,0,2156081,0,277,0.007701635046016027,0,506780,0,39
2021-09-15 12:21:00,0.009691208175977788,0,907837,0,63,0.00989187219678153,0,861282,0,59,0.010373132416789114,0,899461,0,60,0.0016357267567291462,0,3504,0,1,0.018895031753311288,0,1980199,0,242,0.007837088261683788,0,531011,0,42
2021-09-15 12:20:00,0.009544285282208876,0,868446,0,62,0.009639507669031861,0,820577,0,58,0.01021687752038929,0,873925,0,57,0.0018269858700075284,0,134348,0,25,0.01912039818136672,0,2085747,0,256,0.007785597630527263,0,577155,0,46
2021-09-15 12:19:00,0.0096621101725475,0,947928,0,68,0.009868040364862433,0,937008,0,72,0.010232689742983326,0,918204,0,69,0.0022203547405126754,0,259300,0,50,0.019145748242483288,0,2349237,0,309,0.0076921583152397945,0,554637,0,43
2021-09-15 12:18:00,0.009876940791404346,0,1107660,0,97,0.01027125454780844,0,1013631,0,93,0.010338382905506668,0,1102914,0,98,0.0016224318737134997,0,141131,0,27,0.019323385414767812,0,2088215,0,262,0.007866441105648884,0,704565,0,77
2021-09-15 12:17:00,0.010039237740329554,0,945399,0,64,0.010044487224557011,0,925869,0,66,0.010497133698873047,0,970628,0,63,0.0016847513793365465,0,35157,0,3,0.0189914677175769,0,1958503,0,237,0.008230485619771362,0,865540,0,110
2021-09-15 12:16:00,0.009735019148769198,0,899739,0,61,0.009933418747104383,0,856727,0,61,0.010149237665207997,0,895735,0,58,0.001451805910694759,0,0,0,0,0.01884467486820919,0,2154564,0,279,0.008243619957343165,0,694981,0,75
2021-09-15 12:15:00,0.009743417254400318,0,883963,0,58,0.009879292142849749,0,808610,0,57,0.010168703212810708,0,942154,0,68,0.0015298518553701493,0,0,0,0,0.0190790122726393,0,2249465,0,294,0.00794344433963848,0,541970,0,41
2021-09-15 12:14:00,0.00982624819407268,0,914163,0,58,0.009934912371772004,0,880965,0,62,0.010158239301354873,0,895542,0,59,0.001512313196574174,0,0,0,0,0.019145191032070366,0,2218138,0,287,0.007826098843629836,0,535278,0,41
2021-09-15 12:13:00,0.010119148819812077,0,1210310,0,82,0.010002172084942154,0,850090,0,59,0.01065923105421594,0,910784,0,63,0.0016911795782486175,0,0,0,0,0.019220175553097837,0,1996923,0,242,0.007828214206289394,0,543648,0,46
2021-09-15 12:12:00,0.009867436944675016,0,869183,0,57,0.009759548246362708,0,840768,0,58,0.010102665925748511,0,900362,0,58,0.0014300066772842495,0,0,0,0,0.019540547503725254,0,2013922,0,250,0.0076915136914934125,0,537700,0,46
2021-09-15 12:11:00,0.009941969946894839,0,926297,0,63,0.009688269125476268,0,870270,0,63,0.010120956032141255,0,926469,0,64,0.0015124300166050376,0,0,0,0,0.01990559232742252,0,2269583,0,294,0.007717798852729629,0,555378,0,46
2021-09-15 12:10:00,0.009903111845579815,0,1003335,0,83,0.009740739557778018,0,797606,0,53,0.010127294527401886,0,892671,0,58,0.001572009085968773,0,0,0,0,0.02022078991412002,0,2241720,0,282,0.00779894799423649,0,552963,0,42
2021-09-15 12:09:00,0.029412409915166412,39796617,46045454,166,419,0.009909406074479913,0,849603,0,65,0.010179860782545801,0,891769,0,59,0.0016540304716357922,0,0,0,0,0.02005718132306716,0,2214725,0,279,0.007793580185516665,0,537874,0,40
2021-09-15 12:08:00,0.09826867610274898,196558967,221139655,819,1442,0.009765269903351737,0,839495,0,61,0.010276538128945845,0,873785,0,53,0.0015831206359749217,0,14017,0,3,0.019621657192625246,0,2262227,0,288,0.007810548661763997,0,524476,0,42
2021-09-15 12:07:00,0.01010426888305839,0,938502,0,66,0.009700100661137866,0,891696,0,59,0.010178513972740196,0,943109,0,62,0.0014688424678619564,0,38025,0,5,0.01916037703945032,0,2207422,0,276,0.007729455908279211,0,536578,0,45
2021-09-15 12:06:00,0.010045905250027923,0,881553,0,59,0.009691926240709373,0,830982,0,55,0.010093728630924184,0,892932,0,60,0.0015315268267926286,0,25782,0,2,0.01920640397283743,0,2087282,0,252,0.007742700114673084,0,546632,0,45
2021-09-15 12:05:00,0.010276349593631077,0,956785,0,69,0.009679568479648992,0,910764,0,71,0.010450243681870575,0,879492,0,56,0.0015906682244079206,0,0,0,0,0.01939252283850029,0,1886179,0,244,0.007877710714957686,0,579587,0,46
2021-09-15 12:04:00,0.010122000769790892,0,830369,0,56,0.009811309766682067,0,829747,0,57,0.010208674874848118,0,847099,0,57,0.0014600056926714917,0,0,0,0,0.019352177186144105,0,2010451,0,282,0.00766977814985097,0,569332,0,44
2021-09-15 12:03:00,0.010227605022810357,0,934436,0,63,0.009983239044370863,0,846453,0,58,0.010329604574636164,0,880890,0,57,0.0015969145364811274,0,0,0,0,0.019116244629771965,0,2095882,0,259,0.007648212360716874,0,524480,0,42
2021-09-15 12:02:00,0.010054062310866621,0,890334,0,59,0.009812162366261153,0,836522,0,58,0.010083467093791872,0,881799,0,58,0.0014598988156587704,0,0,0,0,0.019245318405714328,13685,2068763,0,251,0.00754230061063718,0,538249,0,45
2021-09-15 12:01:00,0.00998506106861233,0,944673,0,63,0.009706237333659828,0,843313,0,61,0.010375937130595503,0,913212,0,63,0.0015948275536928236,0,0,0,0,0.019767657869512806,19083,2305511,1,297,0.007464590194449272,0,544024,0,44
2021-09-15 12:00:00,0.009962638731381427,0,877226,0,59,0.009619901656214817,0,842512,0,56,0.010160728789359533,0,874368,0,55,0.0014440374107095976,0,0,0,0,0.020216961979686705,0,2300365,0,294,0.007499313930595027,0,567304,0,45
2021-09-15 11:59:00,0.010274271293503527,0,881345,0,62,0.009908336217705482,0,865674,0,65,0.01020491113677148,0,907517,0,66,0.001475498616339621,0,0,0,0,0.01961618712719447,0,2221528,0,275,0.007566269669157559,0,538605,0,41
