timestamp,cpu_util_experiment-advanced-mongo-with-latency-6-node-instance-2,io_read_experiment-advanced-mongo-with-latency-6-node-instance-2,io_write_experiment-advanced-mongo-with-latency-6-node-instance-2,iops_read_experiment-advanced-mongo-with-latency-6-node-instance-2,iops_write_experiment-advanced-mongo-with-latency-6-node-instance-2,cpu_util_experiment-advanced-mongo-with-latency-6-node-instance-6,io_read_experiment-advanced-mongo-with-latency-6-node-instance-6,io_write_experiment-advanced-mongo-with-latency-6-node-instance-6,iops_read_experiment-advanced-mongo-with-latency-6-node-instance-6,iops_write_experiment-advanced-mongo-with-latency-6-node-instance-6,cpu_util_experiment-advanced-mongo-with-latency-6-node-instance-4,io_read_experiment-advanced-mongo-with-latency-6-node-instance-4,io_write_experiment-advanced-mongo-with-latency-6-node-instance-4,iops_read_experiment-advanced-mongo-with-latency-6-node-instance-4,iops_write_experiment-advanced-mongo-with-latency-6-node-instance-4,cpu_util_experiment-advanced-mongo-with-latency-6-node-instance-3,io_read_experiment-advanced-mongo-with-latency-6-node-instance-3,io_write_experiment-advanced-mongo-with-latency-6-node-instance-3,iops_read_experiment-advanced-mongo-with-latency-6-node-instance-3,iops_write_experiment-advanced-mongo-with-latency-6-node-instance-3,cpu_util_experiment-advanced-mongo-with-latency-6-node-instance-1,io_read_experiment-advanced-mongo-with-latency-6-node-instance-1,io_write_experiment-advanced-mongo-with-latency-6-node-instance-1,iops_read_experiment-advanced-mongo-with-latency-6-node-instance-1,iops_write_experiment-advanced-mongo-with-latency-6-node-instance-1,cpu_util_experiment-advanced-mongo-with-latency-6-node-instance-5,io_read_experiment-advanced-mongo-with-latency-6-node-instance-5,io_write_experiment-advanced-mongo-with-latency-6-node-instance-5,iops_read_experiment-advanced-mongo-with-latency-6-node-instance-5,iops_write_experiment-advanced-mongo-with-latency-6-node-instance-5,cpu_util_experiment-advanced-mongo-with-latency-6-central-config-server,io_read_experiment-advanced-mongo-with-latency-6-central-config-server,io_write_experiment-advanced-mongo-with-latency-6-central-config-server,iops_read_experiment-advanced-mongo-with-latency-6-central-config-server,iops_write_experiment-advanced-mongo-with-latency-6-central-config-server,cpu_util_experiment-advanced-mongo-with-latency-6-test-orchestrator,io_read_experiment-advanced-mongo-with-latency-6-test-orchestrator,io_write_experiment-advanced-mongo-with-latency-6-test-orchestrator,iops_read_experiment-advanced-mongo-with-latency-6-test-orchestrator,iops_write_experiment-advanced-mongo-with-latency-6-test-orchestrator,cpu_util_experiment-advanced-mongo-with-latency-6-client-instance,io_read_experiment-advanced-mongo-with-latency-6-client-instance,io_write_experiment-advanced-mongo-with-latency-6-client-instance,iops_read_experiment-advanced-mongo-with-latency-6-client-instance,iops_write_experiment-advanced-mongo-with-latency-6-client-instance,cpu_util_experiment-advanced-mongo-with-latency-6-central-server,io_read_experiment-advanced-mongo-with-latency-6-central-server,io_write_experiment-advanced-mongo-with-latency-6-central-server,iops_read_experiment-advanced-mongo-with-latency-6-central-server,iops_write_experiment-advanced-mongo-with-latency-6-central-server
2021-09-29 12:12:00,0.022933574988982266,0.0,0.0,0.0,0.0,0.02347759142111793,0.0,0.0,0.0,0.0,0.032873750233252966,0.0,0.0,0.0,0.0,0.039361490303689566,0.0,0.0,0.0,0.0,0.02579608854440399,0.0,0.0,0.0,0.0,0.03182337566677518,0.0,0.0,0.0,0.0,0.0017421939743776703,0.0,0.0,0.0,0.0,0.001393132605917676,0.0,0.0,0.0,0.0,0.0015448206760183326,0.0,0.0,0.0,0.0,0.0014777192414855496,0.0,0.0,0.0,0.0
2021-09-29 12:11:00,0.023194132973506497,0.0,0.0,0.0,0.0,0.018246655312777686,0.0,0.0,0.0,0.0,0.033417820043097395,0.0,0.0,0.0,0.0,0.04242329047470055,0.0,0.0,0.0,0.0,0.02571350766390784,0.0,0.0,0.0,0.0,0.03291845047078823,0.0,0.0,0.0,0.0,0.0018781627546649322,0.0,0.0,0.0,0.0,0.001413920954435355,0.0,0.0,0.0,0.0,0.0018578651756143926,0.0,0.0,0.0,0.0,0.0016819070291305138,0.0,0.0,0.0,0.0
2021-09-29 12:10:00,0.02324242533474319,0.0,0.0,0.0,0.0,0.017670083398404302,0.0,0.0,0.0,0.0,0.034203080985360165,0.0,0.0,0.0,0.0,0.042278034647697874,0.0,0.0,0.0,0.0,0.026120685064374528,0.0,0.0,0.0,0.0,0.031699904086147986,0.0,0.0,0.0,0.0,0.002215121693673557,0.0,0.0,0.0,0.0,0.0015405394553110814,0.0,0.0,0.0,0.0,0.0020361166398520443,0.0,0.0,0.0,0.0,0.0017373698790822327,0.0,0.0,0.0,0.0
2021-09-29 12:09:00,0.023643620323715215,0.0,0.0,0.0,0.0,0.017548244993630627,0.0,0.0,0.0,0.0,0.03370448297557592,0.0,0.0,0.0,0.0,0.0381150867482584,0.0,0.0,0.0,0.0,0.026530353009468398,0.0,0.0,0.0,0.0,0.03254138654129927,0.0,0.0,0.0,0.0,0.0019295956991870848,0.0,0.0,0.0,0.0,0.0016114029101023182,0.0,0.0,0.0,0.0,0.0014023965244589931,0.0,0.0,0.0,0.0,0.0018251832119357658,0.0,0.0,0.0,0.0
2021-09-29 12:08:00,0.024080892894029187,0.0,0.0,0.0,0.0,0.016609464812177538,0.0,0.0,0.0,0.0,0.03314836414891052,0.0,0.0,0.0,0.0,0.03625314475052619,0.0,0.0,0.0,0.0,0.026390330764082155,0.0,0.0,0.0,0.0,0.032193145298623924,0.0,0.0,0.0,0.0,0.0015413229531977398,0.0,0.0,0.0,0.0,0.0018430895001346906,0.0,0.0,0.0,0.0,0.0012895056292388555,0.0,0.0,0.0,0.0,0.00172058864266648,0.0,0.0,0.0,0.0
2021-09-29 12:07:00,0.024629085743677594,0.0,0.0,0.0,0.0,0.01929218058689154,0.0,0.0,0.0,0.0,0.034155487026353626,0.0,0.0,0.0,0.0,0.03522849803523892,0.0,0.0,0.0,0.0,0.0260090908555469,0.0,0.0,0.0,0.0,0.031453389753988856,0.0,0.0,0.0,0.0,0.0013802100502541491,0.0,0.0,0.0,0.0,0.0021083408803706997,0.0,0.0,0.0,0.0,0.0015121665174016622,0.0,0.0,0.0,0.0,0.0016668957822891647,0.0,0.0,0.0,0.0
2021-09-29 12:06:00,0.025014472123398926,0.0,0.0,0.0,0.0,0.019160792826311022,0.0,0.0,0.0,0.0,0.03351733858791164,0.0,0.0,0.0,0.0,0.03596320516785359,0.0,0.0,0.0,0.0,0.025585038494305934,0.0,0.0,0.0,0.0,0.031211621770993264,0.0,0.0,0.0,0.0,0.0020010371938573948,0.0,0.0,0.0,0.0,0.00501021874618246,0.0,0.0,0.0,0.0,0.0019312178844250146,0.0,0.0,0.0,0.0,0.0018700566494481781,0.0,0.0,0.0,0.0
2021-09-29 12:05:00,0.024564760215777425,0.0,0.0,0.0,0.0,0.029559331294160055,0.0,0.0,0.0,0.0,0.03735188303150968,0.0,0.0,0.0,0.0,0.03672054250444698,0.0,0.0,0.0,0.0,0.025779310719125686,0.0,0.0,0.0,0.0,0.03183023770338688,0.0,0.0,0.0,0.0,0.002265446025020997,0.0,0.0,0.0,0.0,0.02572890450093818,0.0,0.0,0.0,0.0,0.034337047363117296,0.0,0.0,0.0,0.0,0.0023427652333340393,0.0,0.0,0.0,0.0
2021-09-29 12:04:00,0.10417483979605369,0.0,0.0,0.0,0.0,0.12170858410805228,0.0,0.0,0.0,0.0,0.1626048514701348,0.0,0.0,0.0,0.0,0.10300516447804615,0.0,0.0,0.0,0.0,0.06917893022615781,0.0,0.0,0.0,0.0,0.12830338003757286,0.0,0.0,0.0,0.0,0.06771933020239669,0.0,0.0,0.0,0.0,0.02521183577006122,0.0,0.0,0.0,0.0,0.06644060646523305,0.0,0.0,0.0,0.0,0.06304384954370086,0.0,0.0,0.0,0.0
2021-09-29 12:03:00,0.06398921290308361,0.0,0.0,0.0,0.0,0.017207099336319233,0.0,0.0,0.0,0.0,0.03234309423464623,0.0,0.0,0.0,0.0,0.10499385191515907,0.0,0.0,0.0,0.0,0.10177924546723366,0.0,0.0,0.0,0.0,0.05989810772675952,0.0,0.0,0.0,0.0,0.04037645324946517,0.0,0.0,0.0,0.0,0.0014354375297410608,0.0,0.0,0.0,0.0,0.0013539931942659678,0.0,0.0,0.0,0.0,0.019307258803976404,0.0,0.0,0.0,0.0
