timestamp,cpu_util_experiment-baseline-with-latency-3-node-instance-2,io_read_experiment-baseline-with-latency-3-node-instance-2,io_write_experiment-baseline-with-latency-3-node-instance-2,iops_read_experiment-baseline-with-latency-3-node-instance-2,iops_write_experiment-baseline-with-latency-3-node-instance-2,mem_buffered_experiment-baseline-with-latency-3-node-instance-2,mem_cached_experiment-baseline-with-latency-3-node-instance-2,mem_free_experiment-baseline-with-latency-3-node-instance-2,mem_slab_experiment-baseline-with-latency-3-node-instance-2,mem_used_experiment-baseline-with-latency-3-node-instance-2,mem_perc_buffered_experiment-baseline-with-latency-3-node-instance-2,mem_perc_cached_experiment-baseline-with-latency-3-node-instance-2,mem_perc_free_experiment-baseline-with-latency-3-node-instance-2,mem_perc_slab_experiment-baseline-with-latency-3-node-instance-2,mem_perc_used_experiment-baseline-with-latency-3-node-instance-2,cpu_util_experiment-baseline-with-latency-3-node-instance-3,io_read_experiment-baseline-with-latency-3-node-instance-3,io_write_experiment-baseline-with-latency-3-node-instance-3,iops_read_experiment-baseline-with-latency-3-node-instance-3,iops_write_experiment-baseline-with-latency-3-node-instance-3,mem_buffered_experiment-baseline-with-latency-3-node-instance-3,mem_cached_experiment-baseline-with-latency-3-node-instance-3,mem_free_experiment-baseline-with-latency-3-node-instance-3,mem_slab_experiment-baseline-with-latency-3-node-instance-3,mem_used_experiment-baseline-with-latency-3-node-instance-3,mem_perc_buffered_experiment-baseline-with-latency-3-node-instance-3,mem_perc_cached_experiment-baseline-with-latency-3-node-instance-3,mem_perc_free_experiment-baseline-with-latency-3-node-instance-3,mem_perc_slab_experiment-baseline-with-latency-3-node-instance-3,mem_perc_used_experiment-baseline-with-latency-3-node-instance-3,cpu_util_experiment-baseline-with-latency-3-node-instance-1,io_read_experiment-baseline-with-latency-3-node-instance-1,io_write_experiment-baseline-with-latency-3-node-instance-1,iops_read_experiment-baseline-with-latency-3-node-instance-1,iops_write_experiment-baseline-with-latency-3-node-instance-1,mem_buffered_experiment-baseline-with-latency-3-node-instance-1,mem_cached_experiment-baseline-with-latency-3-node-instance-1,mem_free_experiment-baseline-with-latency-3-node-instance-1,mem_slab_experiment-baseline-with-latency-3-node-instance-1,mem_used_experiment-baseline-with-latency-3-node-instance-1,mem_perc_buffered_experiment-baseline-with-latency-3-node-instance-1,mem_perc_cached_experiment-baseline-with-latency-3-node-instance-1,mem_perc_free_experiment-baseline-with-latency-3-node-instance-1,mem_perc_slab_experiment-baseline-with-latency-3-node-instance-1,mem_perc_used_experiment-baseline-with-latency-3-node-instance-1,cpu_util_experiment-baseline-with-latency-3-central-server,io_read_experiment-baseline-with-latency-3-central-server,io_write_experiment-baseline-with-latency-3-central-server,iops_read_experiment-baseline-with-latency-3-central-server,iops_write_experiment-baseline-with-latency-3-central-server,mem_buffered_experiment-baseline-with-latency-3-central-server,mem_cached_experiment-baseline-with-latency-3-central-server,mem_free_experiment-baseline-with-latency-3-central-server,mem_slab_experiment-baseline-with-latency-3-central-server,mem_used_experiment-baseline-with-latency-3-central-server,mem_perc_buffered_experiment-baseline-with-latency-3-central-server,mem_perc_cached_experiment-baseline-with-latency-3-central-server,mem_perc_free_experiment-baseline-with-latency-3-central-server,mem_perc_slab_experiment-baseline-with-latency-3-central-server,mem_perc_used_experiment-baseline-with-latency-3-central-server,cpu_util_experiment-baseline-with-latency-3-test-orchestrator,io_read_experiment-baseline-with-latency-3-test-orchestrator,io_write_experiment-baseline-with-latency-3-test-orchestrator,iops_read_experiment-baseline-with-latency-3-test-orchestrator,iops_write_experiment-baseline-with-latency-3-test-orchestrator,mem_buffered_experiment-baseline-with-latency-3-test-orchestrator,mem_cached_experiment-baseline-with-latency-3-test-orchestrator,mem_free_experiment-baseline-with-latency-3-test-orchestrator,mem_slab_experiment-baseline-with-latency-3-test-orchestrator,mem_used_experiment-baseline-with-latency-3-test-orchestrator,mem_perc_buffered_experiment-baseline-with-latency-3-test-orchestrator,mem_perc_cached_experiment-baseline-with-latency-3-test-orchestrator,mem_perc_free_experiment-baseline-with-latency-3-test-orchestrator,mem_perc_slab_experiment-baseline-with-latency-3-test-orchestrator,mem_perc_used_experiment-baseline-with-latency-3-test-orchestrator,cpu_util_experiment-baseline-with-latency-3-client-instance,io_read_experiment-baseline-with-latency-3-client-instance,io_write_experiment-baseline-with-latency-3-client-instance,iops_read_experiment-baseline-with-latency-3-client-instance,iops_write_experiment-baseline-with-latency-3-client-instance,mem_buffered_experiment-baseline-with-latency-3-client-instance,mem_cached_experiment-baseline-with-latency-3-client-instance,mem_free_experiment-baseline-with-latency-3-client-instance,mem_slab_experiment-baseline-with-latency-3-client-instance,mem_used_experiment-baseline-with-latency-3-client-instance,mem_perc_buffered_experiment-baseline-with-latency-3-client-instance,mem_perc_cached_experiment-baseline-with-latency-3-client-instance,mem_perc_free_experiment-baseline-with-latency-3-client-instance,mem_perc_slab_experiment-baseline-with-latency-3-client-instance,mem_perc_used_experiment-baseline-with-latency-3-client-instance
2021-09-29 21:15:00,0.002472414552705497,0.0,0.0,0.0,0.0,31772672.0,1311952896.0,2292416512.0,94744576.0,124428288.0,0.824126,34.02972,59.4612,2.457505,3.227448,0.0023396006924192156,0.0,0.0,0.0,0.0,31514624.0,1312010240.0,2292379648.0,94826496.0,124583936.0,0.817433,34.031208,59.460243,2.45963,3.231485,0.0022818398029310553,0.0,0.0,0.0,0.0,31707136.0,1311899648.0,2291396608.0,94756864.0,125554688.0,0.822427,34.028339,59.434745,2.457824,3.256665,0.008711059764664242,0.0,0.0,0.0,0.0,54788096.0,1645780992.0,1787785216.0,121745408.0,245223424.0,1.421103,42.688536,46.371864,3.157852,6.360645,0.0023913037274664833,0.0,0.0,0.0,0.0,31313920.0,605941760.0,3010838528.0,75165696.0,132055040.0,0.812227,15.71705,78.095787,1.949664,3.425272,0.0026126377376527897,0.0,0.0,0.0,0.0,43110400.0,1586008064.0,1983643648.0,118366208.0,124194816.0,1.118205,41.138136,51.452072,3.070202,3.221385
2021-09-29 21:14:00,0.0027094448232512984,0.0,0.0,0.0,0.0,31752192.0,1311948800.0,2292383744.0,94744576.0,124485632.0,0.823595,34.029614,59.46035,2.457505,3.228935,0.002352340833126713,0.0,0.0,0.0,0.0,31485952.0,1312006144.0,2292412416.0,94830592.0,124579840.0,0.816689,34.031102,59.461093,2.459737,3.231379,0.0023626961458987237,0.0,0.0,0.0,0.0,31686656.0,1311895552.0,2291363840.0,94777344.0,125591552.0,0.821895,34.028233,59.433895,2.458355,3.257621,0.00830549810987217,0.0,0.0,0.0,0.0,54730752.0,1645780992.0,1787330560.0,121745408.0,245735424.0,1.419615,42.688536,46.360071,3.157852,6.373925,0.0021412365659038814,0.0,0.0,0.0,0.0,31297536.0,605888512.0,3010899968.0,75165696.0,132063232.0,0.811802,15.715668,78.09738,1.949664,3.425485,0.0027124588881169607,0.0,0.0,0.0,0.0,43110400.0,1586008064.0,1983643648.0,118366208.0,124194816.0,1.118205,41.138136,51.452072,3.070202,3.221385
2021-09-29 21:13:00,0.002196795043856999,0.0,0.0,0.0,0.0,31744000.0,1311948800.0,2292449280.0,94744576.0,124428288.0,0.823383,34.029614,59.462049,2.457505,3.227448,0.002551771199487026,0.0,0.0,0.0,0.0,31485952.0,1312006144.0,2292379648.0,94818304.0,124624896.0,0.816689,34.031102,59.460243,2.459418,3.232548,0.0021650333882765457,0.0,0.0,0.0,0.0,31686656.0,1311895552.0,2291363840.0,94752768.0,125616128.0,0.821895,34.028233,59.433895,2.457718,3.258259,0.008749801043546768,0.0,0.0,0.0,0.0,54669312.0,1645776896.0,1787617280.0,121741312.0,245518336.0,1.418022,42.688429,46.367508,3.157746,6.368295,0.0024400109146066975,0.0,0.0,0.0,0.0,31297536.0,605888512.0,3010736128.0,75165696.0,132227072.0,0.811802,15.715668,78.09313,1.949664,3.429735,0.0024841726343794333,0.0,0.0,0.0,0.0,43110400.0,1586008064.0,1983610880.0,118370304.0,124223488.0,1.118205,41.138136,51.451222,3.070308,3.222129
2021-09-29 21:12:00,0.002410311077269019,0.0,0.0,0.0,0.0,31707136.0,1311604736.0,2292850688.0,94724096.0,124428288.0,0.822427,34.02069,59.472461,2.456974,3.227448,0.0024347245542344353,0.0,0.0,0.0,0.0,31485952.0,1312006144.0,2292379648.0,94822400.0,124620800.0,0.816689,34.031102,59.460243,2.459524,3.232441,0.002127182613559834,0.0,0.0,0.0,0.0,31686656.0,1311895552.0,2291396608.0,94752768.0,125583360.0,0.821895,34.028233,59.434745,2.457718,3.257409,0.008395908999138632,0.0,0.0,0.0,0.0,54624256.0,1645772800.0,1787342848.0,121741312.0,245841920.0,1.416853,42.688323,46.36039,3.157746,6.376688,0.00220710391723505,0.0,0.0,0.0,0.0,31297536.0,605888512.0,3010473984.0,75165696.0,132489216.0,0.811802,15.715668,78.086331,1.949664,3.436534,0.002286105644237561,0.0,0.0,0.0,0.0,43110400.0,1586008064.0,1983803392.0,118370304.0,124030976.0,1.118205,41.138136,51.456216,3.070308,3.217136
2021-09-29 21:11:00,0.0027838548952004772,0.0,0.0,0.0,0.0,31698944.0,1311604736.0,2292883456.0,94728192.0,124399616.0,0.822214,34.02069,59.473311,2.457081,3.226704,0.0031716384486178604,0.0,0.0,0.0,0.0,31469568.0,1312006144.0,2292445184.0,94838784.0,124555264.0,0.816265,34.031102,59.461943,2.459949,3.230742,0.0030090311261550557,0.0,0.0,0.0,0.0,31678464.0,1311895552.0,2291331072.0,94793728.0,125616128.0,0.821683,34.028233,59.433045,2.45878,3.258259,0.009580360267184082,0.0,0.0,0.0,0.0,54542336.0,1645772800.0,1785081856.0,121769984.0,248156160.0,1.414728,42.688323,46.301744,3.15849,6.436715,0.002840131336905216,0.0,0.0,0.0,0.0,31281152.0,605892608.0,3007954944.0,75218944.0,134967296.0,0.811377,15.715775,78.020991,1.951045,3.500811,0.003070760520268815,0.0,0.0,0.0,0.0,43085824.0,1586012160.0,1981509632.0,118370304.0,126345216.0,1.117567,41.138242,51.39672,3.070308,3.277163
2021-09-29 21:10:00,0.0022016931936775564,0.0,0.0,0.0,0.0,31682560.0,1311608832.0,2290552832.0,94724096.0,126746624.0,0.821789,34.020796,59.412859,2.456974,3.287582,0.00855756516311459,0.0,0.0,0.0,0.0,31461376.0,1312010240.0,2290106368.0,94838784.0,126898176.0,0.816052,34.031208,59.401279,2.459949,3.291513,0.005546266654315464,0.0,0.0,0.0,0.0,31662080.0,1311899648.0,2289324032.0,94789632.0,127639552.0,0.821258,34.028339,59.380986,2.458674,3.310743,0.01179788822152356,0.0,0.0,0.0,0.0,54497280.0,1645752320.0,1784885248.0,121769984.0,248418304.0,1.413559,42.687792,46.296645,3.15849,6.443514,0.01063540908698215,0.0,0.0,0.0,0.0,31281152.0,605892608.0,3007660032.0,75231232.0,135249920.0,0.811377,15.715775,78.013342,1.951364,3.508142,0.0027444877493669156,0.0,0.0,0.0,0.0,43085824.0,1586012160.0,1981476864.0,118370304.0,126377984.0,1.117567,41.138242,51.39587,3.070308,3.278013
2021-09-29 21:09:00,0.04730425841362707,0.0,0.0,0.0,0.0,31682560.0,1311608832.0,2290585600.0,94728192.0,126709760.0,0.821789,34.020796,59.413709,2.457081,3.286625,0.030413665375287734,0.0,0.0,0.0,0.0,31461376.0,1312010240.0,2290040832.0,94842880.0,126959616.0,0.816052,34.031208,59.399579,2.460055,3.293106,0.046053487249518334,0.0,0.0,0.0,0.0,31662080.0,1311899648.0,2289291264.0,94781440.0,127680512.0,0.821258,34.028339,59.380136,2.458462,3.311805,0.06861043336895895,0.0,0.0,0.0,0.0,54464512.0,1645752320.0,1784623104.0,121769984.0,248713216.0,1.412709,42.687792,46.289845,3.15849,6.451164,0.03820614201884756,0.0,0.0,0.0,0.0,31281152.0,605892608.0,3007787008.0,75218944.0,135135232.0,0.811377,15.715775,78.016636,1.951045,3.505167,0.05277409012315388,0.0,0.0,0.0,0.0,43085824.0,1586012160.0,1981444096.0,118370304.0,126410752.0,1.117567,41.138242,51.39502,3.070308,3.278863
2021-09-29 21:08:00,0.005952016747736384,0.0,0.0,0.0,0.0,31682560.0,1311608832.0,2290552832.0,94724096.0,126746624.0,0.821789,34.020796,59.412859,2.456974,3.287582,0.02011882346758161,0.0,0.0,0.0,0.0,31461376.0,1312010240.0,2290073600.0,94838784.0,126930944.0,0.816052,34.031208,59.400429,2.459949,3.292363,0.001863657427116531,0.0,0.0,0.0,0.0,31662080.0,1311899648.0,2289291264.0,94810112.0,127651840.0,0.821258,34.028339,59.380136,2.459205,3.311061,0.008130786785233112,0.0,0.0,0.0,0.0,54398976.0,1645748224.0,1784426496.0,121769984.0,248979456.0,1.41101,42.687686,46.284745,3.15849,6.45807,0.0023149218116780427,0.0,0.0,0.0,0.0,31272960.0,605892608.0,3007266816.0,75231232.0,135651328.0,0.811165,15.715775,78.003143,1.951364,3.518554,0.023887746502751384,0.0,0.0,0.0,0.0,43085824.0,1586012160.0,1981603840.0,118370304.0,126251008.0,1.117567,41.138242,51.399163,3.070308,3.274719
2021-09-29 21:07:00,0.002350145286093645,0.0,0.0,0.0,0.0,31682560.0,1311608832.0,2290520064.0,94724096.0,126779392.0,0.821789,34.020796,59.412009,2.456974,3.288432,0.002415719228911447,0.0,0.0,0.0,0.0,31461376.0,1312010240.0,2290073600.0,94814208.0,126955520.0,0.816052,34.031208,59.400429,2.459312,3.293,0.0024562338286386876,0.0,0.0,0.0,0.0,31662080.0,1311899648.0,2289291264.0,94777344.0,127684608.0,0.821258,34.028339,59.380136,2.458355,3.311911,0.008516925637494902,0.0,0.0,0.0,0.0,54329344.0,1645744128.0,1784520704.0,121769984.0,248958976.0,1.409203,42.687579,46.287189,3.15849,6.457539,0.0027456904585226503,0.0,0.0,0.0,0.0,31272960.0,605892608.0,3007135744.0,75218944.0,135794688.0,0.811165,15.715775,77.999743,1.951045,3.522272,0.0025428767161325065,0.0,0.0,0.0,0.0,43085824.0,1586012160.0,1981571072.0,118370304.0,126283776.0,1.117567,41.138242,51.398314,3.070308,3.275569
2021-09-29 21:06:00,0.0022293065304462324,0.0,0.0,0.0,0.0,31682560.0,1311608832.0,2290745344.0,94724096.0,126554112.0,0.821789,34.020796,59.417852,2.456974,3.282588,0.002241006427821901,0.0,0.0,0.0,0.0,31408128.0,1311662080.0,2290851840.0,94797824.0,126595072.0,0.814671,34.022177,59.420615,2.458887,3.283651,0.001888639641241241,0.0,0.0,0.0,0.0,31662080.0,1311899648.0,2289324032.0,94773248.0,127655936.0,0.821258,34.028339,59.380986,2.458249,3.311168,0.008260279310339532,0.0,0.0,0.0,0.0,54206464.0,1645731840.0,1786556416.0,121729024.0,247099392.0,1.406016,42.687261,46.339992,3.157427,6.409304,0.030400142453631436,0.0,0.0,0.0,0.0,31227904.0,605888512.0,3006771200.0,75370496.0,136056832.0,0.809996,15.715668,77.990287,1.954976,3.529072,0.002460386080708569,0.0,0.0,0.0,0.0,43065344.0,1585999872.0,1983856640.0,118378496.0,124022784.0,1.117036,41.137923,51.457597,3.070521,3.216923
