frame.time_epoch,tcp.analysis.initial_rtt,ip.id,ip.src,ip.dst,ip.len,tcp.srcport,tcp.dstport
1631548422.143307000,,0x00008eb2,10.1.0.3,169.254.169.254,78,,
1631548422.143443000,,0x00008eb3,10.1.0.3,169.254.169.254,78,,
1631548422.178400000,,0x00000000,169.254.169.254,10.1.0.3,134,,
1631548422.178701000,,0x00000000,169.254.169.254,10.1.0.3,142,,
1631548422.179163000,,0x0000a1ed,10.1.0.3,91.189.91.49,60,41414,443
1631548422.211686000,,0x00000000,91.189.91.49,10.1.0.3,60,443,41414
1631548422.211734000,0.032571000,0x0000a1ee,10.1.0.3,91.189.91.49,52,41414,443
1631548422.212287000,0.032571000,0x0000a1ef,10.1.0.3,91.189.91.49,569,41414,443
1631548422.244781000,0.032571000,0x000093e4,91.189.91.49,10.1.0.3,2868,443,41414
1631548422.244820000,0.032571000,0x0000a1f0,10.1.0.3,91.189.91.49,52,41414,443
1631548422.247186000,0.032571000,0x000093e6,91.189.91.49,10.1.0.3,1845,443,41414
1631548422.247200000,0.032571000,0x0000a1f1,10.1.0.3,91.189.91.49,52,41414,443
1631548422.248034000,0.032571000,0x0000a1f2,10.1.0.3,91.189.91.49,132,41414,443
1631548422.248141000,0.032571000,0x0000a1f3,10.1.0.3,91.189.91.49,257,41414,443
1631548422.280063000,0.032571000,0x000093e8,91.189.91.49,10.1.0.3,323,443,41414
1631548422.280104000,0.032571000,0x0000a1f4,10.1.0.3,91.189.91.49,52,41414,443
1631548422.280213000,0.032571000,0x000093e9,91.189.91.49,10.1.0.3,323,443,41414
1631548422.280216000,0.032571000,0x0000a1f5,10.1.0.3,91.189.91.49,52,41414,443
1631548422.280485000,0.032571000,0x000093ea,91.189.91.49,10.1.0.3,1460,443,41414
1631548422.280488000,0.032571000,0x0000a1f6,10.1.0.3,91.189.91.49,52,41414,443
1631548422.280540000,0.032571000,0x000093eb,91.189.91.49,10.1.0.3,1460,443,41414
1631548422.280543000,0.032571000,0x0000a1f7,10.1.0.3,91.189.91.49,52,41414,443
1631548422.282686000,0.032571000,0x000093ec,91.189.91.49,10.1.0.3,2515,443,41414
