timestamp,cpu_util_experiment-syncmesh-with-latency-3-node-instance-2,io_read_experiment-syncmesh-with-latency-3-node-instance-2,io_write_experiment-syncmesh-with-latency-3-node-instance-2,iops_read_experiment-syncmesh-with-latency-3-node-instance-2,iops_write_experiment-syncmesh-with-latency-3-node-instance-2,mem_buffered_experiment-syncmesh-with-latency-3-node-instance-2,mem_cached_experiment-syncmesh-with-latency-3-node-instance-2,mem_free_experiment-syncmesh-with-latency-3-node-instance-2,mem_slab_experiment-syncmesh-with-latency-3-node-instance-2,mem_used_experiment-syncmesh-with-latency-3-node-instance-2,mem_perc_buffered_experiment-syncmesh-with-latency-3-node-instance-2,mem_perc_cached_experiment-syncmesh-with-latency-3-node-instance-2,mem_perc_free_experiment-syncmesh-with-latency-3-node-instance-2,mem_perc_slab_experiment-syncmesh-with-latency-3-node-instance-2,mem_perc_used_experiment-syncmesh-with-latency-3-node-instance-2,cpu_util_experiment-syncmesh-with-latency-3-node-instance-3,io_read_experiment-syncmesh-with-latency-3-node-instance-3,io_write_experiment-syncmesh-with-latency-3-node-instance-3,iops_read_experiment-syncmesh-with-latency-3-node-instance-3,iops_write_experiment-syncmesh-with-latency-3-node-instance-3,mem_buffered_experiment-syncmesh-with-latency-3-node-instance-3,mem_cached_experiment-syncmesh-with-latency-3-node-instance-3,mem_free_experiment-syncmesh-with-latency-3-node-instance-3,mem_slab_experiment-syncmesh-with-latency-3-node-instance-3,mem_used_experiment-syncmesh-with-latency-3-node-instance-3,mem_perc_buffered_experiment-syncmesh-with-latency-3-node-instance-3,mem_perc_cached_experiment-syncmesh-with-latency-3-node-instance-3,mem_perc_free_experiment-syncmesh-with-latency-3-node-instance-3,mem_perc_slab_experiment-syncmesh-with-latency-3-node-instance-3,mem_perc_used_experiment-syncmesh-with-latency-3-node-instance-3,cpu_util_experiment-syncmesh-with-latency-3-node-instance-1,io_read_experiment-syncmesh-with-latency-3-node-instance-1,io_write_experiment-syncmesh-with-latency-3-node-instance-1,iops_read_experiment-syncmesh-with-latency-3-node-instance-1,iops_write_experiment-syncmesh-with-latency-3-node-instance-1,mem_buffered_experiment-syncmesh-with-latency-3-node-instance-1,mem_cached_experiment-syncmesh-with-latency-3-node-instance-1,mem_free_experiment-syncmesh-with-latency-3-node-instance-1,mem_slab_experiment-syncmesh-with-latency-3-node-instance-1,mem_used_experiment-syncmesh-with-latency-3-node-instance-1,mem_perc_buffered_experiment-syncmesh-with-latency-3-node-instance-1,mem_perc_cached_experiment-syncmesh-with-latency-3-node-instance-1,mem_perc_free_experiment-syncmesh-with-latency-3-node-instance-1,mem_perc_slab_experiment-syncmesh-with-latency-3-node-instance-1,mem_perc_used_experiment-syncmesh-with-latency-3-node-instance-1,cpu_util_experiment-syncmesh-with-latency-3-client-instance,io_read_experiment-syncmesh-with-latency-3-client-instance,io_write_experiment-syncmesh-with-latency-3-client-instance,iops_read_experiment-syncmesh-with-latency-3-client-instance,iops_write_experiment-syncmesh-with-latency-3-client-instance,mem_buffered_experiment-syncmesh-with-latency-3-client-instance,mem_cached_experiment-syncmesh-with-latency-3-client-instance,mem_free_experiment-syncmesh-with-latency-3-client-instance,mem_slab_experiment-syncmesh-with-latency-3-client-instance,mem_used_experiment-syncmesh-with-latency-3-client-instance,mem_perc_buffered_experiment-syncmesh-with-latency-3-client-instance,mem_perc_cached_experiment-syncmesh-with-latency-3-client-instance,mem_perc_free_experiment-syncmesh-with-latency-3-client-instance,mem_perc_slab_experiment-syncmesh-with-latency-3-client-instance,mem_perc_used_experiment-syncmesh-with-latency-3-client-instance,cpu_util_experiment-syncmesh-with-latency-3-test-orchestrator,io_read_experiment-syncmesh-with-latency-3-test-orchestrator,io_write_experiment-syncmesh-with-latency-3-test-orchestrator,iops_read_experiment-syncmesh-with-latency-3-test-orchestrator,iops_write_experiment-syncmesh-with-latency-3-test-orchestrator,mem_buffered_experiment-syncmesh-with-latency-3-test-orchestrator,mem_cached_experiment-syncmesh-with-latency-3-test-orchestrator,mem_free_experiment-syncmesh-with-latency-3-test-orchestrator,mem_slab_experiment-syncmesh-with-latency-3-test-orchestrator,mem_used_experiment-syncmesh-with-latency-3-test-orchestrator,mem_perc_buffered_experiment-syncmesh-with-latency-3-test-orchestrator,mem_perc_cached_experiment-syncmesh-with-latency-3-test-orchestrator,mem_perc_free_experiment-syncmesh-with-latency-3-test-orchestrator,mem_perc_slab_experiment-syncmesh-with-latency-3-test-orchestrator,mem_perc_used_experiment-syncmesh-with-latency-3-test-orchestrator
2021-09-29 21:04:00,0.020445990508682618,0.0,0.0,0.0,0.0,58593280.0,2867073024.0,288047104.0,190894080.0,450707456.0,1.519805,74.366766,7.471429,4.951452,11.690548,0.019730951682860126,0.0,0.0,0.0,0.0,57925632.0,2867044352.0,296079360.0,191983616.0,442290176.0,1.502484,74.365864,7.679755,4.979702,11.472195,0.019203200257526493,0.0,0.0,0.0,0.0,58318848.0,2871357440.0,263372800.0,192339968.0,469925888.0,1.512687,74.477896,6.831421,4.988956,12.18904,0.002305068847192615,0.0,0.0,0.0,0.0,43003904.0,1578999808.0,1988046848.0,117932032.0,127332352.0,1.115445,40.956441,51.566393,3.058947,3.302774,0.0024081482234362757,0.0,0.0,0.0,0.0,30461952.0,639463424.0,2976460800.0,76128256.0,132800512.0,0.790129,16.586542,77.20409,1.974631,3.444609
2021-09-29 21:03:00,0.020447291986464694,0.0,0.0,0.0,0.0,58519552.0,2866962432.0,288272384.0,190914560.0,450646016.0,1.517893,74.363897,7.477272,4.951984,11.688955,0.021276240160225748,0.0,0.0,0.0,0.0,57856000.0,2867019776.0,295825408.0,191967232.0,442654720.0,1.500678,74.365226,7.673168,4.979277,11.48165,0.02062705828987911,0.0,0.0,0.0,0.0,58245120.0,2871328768.0,264146944.0,192344064.0,469250048.0,1.510775,74.477152,6.851501,4.989062,12.17151,0.0024130569754684454,0.0,0.0,0.0,0.0,43003904.0,1578999808.0,1987784704.0,117936128.0,127590400.0,1.115445,40.956441,51.559593,3.059053,3.309468,0.0025820765314946924,0.0,0.0,0.0,0.0,30445568.0,639467520.0,2973753344.0,76193792.0,135454720.0,0.789704,16.586648,77.133863,1.976331,3.513454
2021-09-29 21:02:00,0.02175990039271767,0.0,0.0,0.0,0.0,58454016.0,2866937856.0,288530432.0,190898176.0,450494464.0,1.516193,74.363259,7.483965,4.951559,11.685024,0.024662373252197275,0.0,0.0,0.0,0.0,57806848.0,2866995200.0,295825408.0,191995904.0,442699776.0,1.499403,74.364589,7.673168,4.980021,11.482819,0.01972297211766687,0.0,0.0,0.0,0.0,58179584.0,2871304192.0,264146944.0,192360448.0,469323776.0,1.509075,74.476514,6.851501,4.989487,12.173422,0.0022640102534850826,0.0,0.0,0.0,0.0,43003904.0,1578999808.0,1987588096.0,117936128.0,127787008.0,1.115445,40.956441,51.554494,3.059053,3.314567,0.29280914993107887,0.0,0.0,0.0,0.0,30445568.0,639467520.0,2973589504.0,76193792.0,135618560.0,0.789704,16.586648,77.129613,1.976331,3.517704
2021-09-29 21:01:00,0.029041031553850398,0.0,0.0,0.0,0.0,58396672.0,2866909184.0,288530432.0,190902272.0,450576384.0,1.514706,74.362516,7.483965,4.951665,11.687149,0.04709458107707197,0.0,0.0,0.0,0.0,57737216.0,2866966528.0,295612416.0,191963136.0,443043840.0,1.497597,74.363845,7.667643,4.979171,11.491743,0.03826528880391038,0.0,0.0,0.0,0.0,58118144.0,2871275520.0,264663040.0,192335872.0,468922368.0,1.507481,74.475771,6.864888,4.98885,12.163011,0.013429634391476479,0.0,0.0,0.0,0.0,42991616.0,1578999808.0,1987424256.0,117936128.0,127963136.0,1.115126,40.956441,51.550244,3.059053,3.319136,0.4655305551654943,0.0,0.0,0.0,0.0,30445568.0,639467520.0,2973425664.0,76193792.0,135782400.0,0.789704,16.586648,77.125363,1.976331,3.521954
2021-09-29 21:00:00,0.032887247446472166,0.0,0.0,0.0,0.0,58322944.0,2866888704.0,286433280.0,191000576.0,452669440.0,1.512793,74.361985,7.429569,4.954215,11.741439,0.02755223104096037,0.0,0.0,0.0,0.0,57667584.0,2866946048.0,294031360.0,192065536.0,444612608.0,1.495791,74.363314,7.626633,4.981827,11.532434,0.02614053879394286,0.0,0.0,0.0,0.0,58032128.0,2871255040.0,261693440.0,192512000.0,471822336.0,1.50525,74.47524,6.787862,4.993418,12.238231,0.013461534138777154,0.0,0.0,0.0,0.0,42983424.0,1579003904.0,1984856064.0,117997568.0,130473984.0,1.114913,40.956548,51.48363,3.060647,3.384263,0.026057133729581492,0.0,0.0,0.0,0.0,30437376.0,639467520.0,2973196288.0,76193792.0,136019968.0,0.789491,16.586648,77.119414,1.976331,3.528116
2021-09-29 20:59:00,0.034835619952127674,0.0,0.0,0.0,0.0,58257408.0,2866847744.0,286949376.0,191004672.0,452255744.0,1.511093,74.360922,7.442956,4.954321,11.730708,0.07046987083814286,0.0,0.0,0.0,0.0,57597952.0,2866900992.0,294031360.0,192053248.0,444739584.0,1.493985,74.362145,7.626633,4.981508,11.535728,0.06079532187378855,0.0,0.0,0.0,0.0,57946112.0,2871214080.0,262242304.0,192524288.0,471388160.0,1.503019,74.474177,6.802098,4.993737,12.226969,0.05233555909286546,0.0,0.0,0.0,0.0,42983424.0,1579003904.0,1984593920.0,117997568.0,130736128.0,1.114913,40.956548,51.47683,3.060647,3.391062,0.03335677455943286,0.0,0.0,0.0,0.0,30437376.0,639467520.0,2973356032.0,76193792.0,135860224.0,0.789491,16.586648,77.123557,1.976331,3.523972
2021-09-29 20:58:00,0.05983524630249661,0.0,0.0,0.0,0.0,58187776.0,2866823168.0,287199232.0,191016960.0,452087808.0,1.509287,74.360285,7.449436,4.95464,11.726352,0.025534865973592485,0.0,0.0,0.0,0.0,57528320.0,2866876416.0,294289408.0,192032768.0,444596224.0,1.492179,74.361508,7.633327,4.980977,11.532009,0.049764734275368976,0.0,0.0,0.0,0.0,57872384.0,2871189504.0,262242304.0,192528384.0,471482368.0,1.501107,74.47354,6.802098,4.993843,12.229413,0.03399201438787524,0.0,0.0,0.0,0.0,42983424.0,1579003904.0,1984462848.0,117997568.0,130867200.0,1.114913,40.956548,51.47343,3.060647,3.394462,0.002991336110771551,0.0,0.0,0.0,0.0,30408704.0,639467520.0,2973257728.0,76193792.0,135987200.0,0.788748,16.586648,77.121008,1.976331,3.527266
2021-09-29 20:57:00,0.03721180505746844,0.0,0.0,0.0,0.0,58097664.0,2866302976.0,280293376.0,191082496.0,459538432.0,1.50695,74.346792,7.270311,4.956339,11.919608,0.03755683018111711,0.0,0.0,0.0,0.0,57425920.0,2866208768.0,288432128.0,192249856.0,451006464.0,1.489523,74.34419,7.4814,4.986608,11.698279,0.025176933124953393,0.0,0.0,0.0,0.0,57798656.0,2870665216.0,256000000.0,192606208.0,478244864.0,1.499194,74.459941,6.640184,4.995862,12.40482,0.011481001287822323,0.0,0.0,0.0,0.0,42954752.0,1578835968.0,1977098240.0,118108160.0,138317824.0,1.11417,40.952192,51.282405,3.063515,3.587718,0.003835426233106413,0.0,0.0,0.0,0.0,27602944.0,585240576.0,3028713472.0,68788224.0,144969728.0,0.715971,15.180098,78.559431,1.784244,3.760256
2021-09-29 20:56:00,0.020079757204567745,0.0,0.0,0.0,0.0,58015744.0,2866159616.0,280809472.0,191115264.0,459214848.0,1.504825,74.343073,7.283697,4.957189,11.911215,0.02135329214737993,0.0,0.0,0.0,0.0,57348096.0,2866065408.0,288399360.0,192237568.0,451272704.0,1.487504,74.340472,7.48055,4.986289,11.705185,0.019344537852882128,0.0,0.0,0.0,0.0,57712640.0,2870525952.0,256806912.0,192626688.0,477642752.0,1.496963,74.456328,6.661114,4.996393,12.389202,0.005132067534471692,0.0,0.0,0.0,0.0,42917888.0,1578811392.0,1977286656.0,118075392.0,138223616.0,1.113214,40.951554,51.287293,3.062665,3.585274,0.0035890645436208973,0.0,0.0,0.0,0.0,27586560.0,568205312.0,3056672768.0,68268032.0,134582272.0,0.715546,14.738233,79.284645,1.770751,3.490824
2021-09-29 20:55:00,0.02597649402553041,0.0,0.0,0.0,0.0,57896960.0,2865971200.0,283922432.0,191029248.0,456495104.0,1.501744,74.338186,7.364442,4.954958,11.84067,0.022781120624685514,0.0,0.0,0.0,0.0,57253888.0,2865876992.0,290635776.0,192204800.0,449351680.0,1.485061,74.335585,7.538558,4.985439,11.655357,0.03060784780304478,0.0,0.0,0.0,0.0,57622528.0,2870337536.0,258920448.0,192507904.0,475926528.0,1.494626,74.451441,6.715935,4.993312,12.344686,0.010162503646492856,0.0,0.0,0.0,0.0,42848256.0,1578754048.0,1979027456.0,118022144.0,136663040.0,1.111407,40.950067,51.332446,3.061284,3.544796,0.0030295309888408893,0.0,0.0,0.0,0.0,27537408.0,567476224.0,3059269632.0,68239360.0,132792320.0,0.714271,14.719322,79.352003,1.770007,3.444396
2021-09-29 20:54:00,0.03374953144977392,0.0,0.0,0.0,0.0,57798656.0,2864885760.0,291889152.0,190967808.0,449773568.0,1.499194,74.310032,7.571084,4.953365,11.666325,0.03799269407231331,0.0,0.0,0.0,0.0,57184256.0,2864693248.0,298086400.0,192151552.0,443207680.0,1.483255,74.30488,7.731814,4.984058,11.495993,0.025633018339701153,0.0,0.0,0.0,0.0,57536512.0,2869084160.0,266919936.0,192458752.0,469315584.0,1.492395,74.418931,6.923428,4.992037,12.17321,0.01193073042466229,0.0,0.0,0.0,0.0,42774528.0,1578389504.0,1961603072.0,117972992.0,154574848.0,1.109495,40.940611,50.880488,3.060009,4.009396,0.003607764775525387,0.0,0.0,0.0,0.0,27512832.0,567476224.0,3059527680.0,68239360.0,132558848.0,0.713634,14.719322,79.358696,1.770007,3.43834
2021-09-29 20:53:00,0.020941231226327753,0.0,0.0,0.0,0.0,57712640.0,2864742400.0,292147200.0,190992384.0,449720320.0,1.496963,74.306313,7.577778,4.954002,11.664944,0.020811649025045162,0.0,0.0,0.0,0.0,57114624.0,2864545792.0,298635264.0,192163840.0,442863616.0,1.481448,74.301056,7.74605,4.984377,11.487069,0.020628157628371942,0.0,0.0,0.0,0.0,57458688.0,2868936704.0,268210176.0,192450560.0,468258816.0,1.490376,74.415106,6.956894,4.991825,12.145799,0.005255791997544653,0.0,0.0,0.0,0.0,42745856.0,1578356736.0,1978880000.0,117952512.0,137379840.0,1.108751,40.939761,51.328621,3.059478,3.563388,0.003178052853982057,0.0,0.0,0.0,0.0,27488256.0,567472128.0,3059494912.0,68239360.0,132620288.0,0.712996,14.719216,79.357846,1.770007,3.439934
