timestamp,cpu_util_experiment-syncmesh-with-latency-3-node-instance-2,io_read_experiment-syncmesh-with-latency-3-node-instance-2,io_write_experiment-syncmesh-with-latency-3-node-instance-2,iops_read_experiment-syncmesh-with-latency-3-node-instance-2,iops_write_experiment-syncmesh-with-latency-3-node-instance-2,cpu_util_experiment-syncmesh-with-latency-3-node-instance-3,io_read_experiment-syncmesh-with-latency-3-node-instance-3,io_write_experiment-syncmesh-with-latency-3-node-instance-3,iops_read_experiment-syncmesh-with-latency-3-node-instance-3,iops_write_experiment-syncmesh-with-latency-3-node-instance-3,cpu_util_experiment-syncmesh-with-latency-3-node-instance-1,io_read_experiment-syncmesh-with-latency-3-node-instance-1,io_write_experiment-syncmesh-with-latency-3-node-instance-1,iops_read_experiment-syncmesh-with-latency-3-node-instance-1,iops_write_experiment-syncmesh-with-latency-3-node-instance-1,cpu_util_experiment-syncmesh-with-latency-3-test-orchestrator,io_read_experiment-syncmesh-with-latency-3-test-orchestrator,io_write_experiment-syncmesh-with-latency-3-test-orchestrator,iops_read_experiment-syncmesh-with-latency-3-test-orchestrator,iops_write_experiment-syncmesh-with-latency-3-test-orchestrator,cpu_util_experiment-syncmesh-with-latency-3-client-instance,io_read_experiment-syncmesh-with-latency-3-client-instance,io_write_experiment-syncmesh-with-latency-3-client-instance,iops_read_experiment-syncmesh-with-latency-3-client-instance,iops_write_experiment-syncmesh-with-latency-3-client-instance
2021-09-26 12:35:00,0.020120106202916568,0.0,0.0,0.0,0.0,0.026842954890618387,0.0,0.0,0.0,0.0,0.016946823801162716,0.0,0.0,0.0,0.0,0.1578237371147831,0.0,0.0,0.0,0.0,0.014200310964079914,0.0,0.0,0.0,0.0
2021-09-26 12:34:00,0.020169375709845384,0.0,0.0,0.0,0.0,0.023011521363796323,0.0,0.0,0.0,0.0,0.016128039010916476,0.0,0.0,0.0,0.0,0.001919994993349879,0.0,0.0,0.0,0.0,0.0063515177052115256,0.0,0.0,0.0,0.0
2021-09-26 12:33:00,0.019922569144665184,0.0,0.0,0.0,0.0,0.030705748108164718,0.0,0.0,0.0,0.0,0.016282102425901713,0.0,0.0,0.0,0.0,0.0021753151522676244,0.0,0.0,0.0,0.0,0.005291948177843153,0.0,0.0,0.0,0.0
2021-09-26 12:32:00,0.04238418591204246,0.0,0.0,0.0,0.0,0.034965757031355814,0.0,0.0,0.0,0.0,0.036014786571493096,0.0,0.0,0.0,0.0,0.00243596192809837,0.0,0.0,0.0,0.0,0.011656731250382772,0.0,0.0,0.0,0.0
2021-09-26 12:31:00,0.020273365490140804,0.0,0.0,0.0,0.0,0.025061202387861668,0.0,0.0,0.0,0.0,0.01722550558519155,0.0,0.0,0.0,0.0,0.0019982327410399845,0.0,0.0,0.0,0.0,0.006349296302722015,0.0,0.0,0.0,0.0
2021-09-26 12:30:00,0.02005383145100173,0.0,0.0,0.0,0.0,0.022359718968836734,0.0,0.0,0.0,0.0,0.016290309577429222,0.0,0.0,0.0,0.0,0.0019370495047078625,0.0,0.0,0.0,0.0,0.005173068688506059,0.0,0.0,0.0,0.0
2021-09-26 12:29:00,0.03933792098046401,0.0,0.0,0.0,0.0,0.03733897695937761,0.0,0.0,0.0,0.0,0.031118340842512755,0.0,0.0,0.0,0.0,0.002132225112950318,0.0,0.0,0.0,0.0,0.011295254134459042,0.0,0.0,0.0,0.0
2021-09-26 12:28:00,0.01981202839669815,0.0,0.0,0.0,0.0,0.025405821085548532,0.0,0.0,0.0,0.0,0.016270690941820477,0.0,0.0,0.0,0.0,0.002181025981570054,0.0,0.0,0.0,0.0,0.006276752364020173,0.0,0.0,0.0,0.0
2021-09-26 12:27:00,0.0203921949847242,0.0,0.0,0.0,0.0,0.021013716023696817,0.0,0.0,0.0,0.0,0.016135897310992676,0.0,0.0,0.0,0.0,0.0019599294778889368,0.0,0.0,0.0,0.0,0.0015151487577296525,0.0,0.0,0.0,0.0
2021-09-26 12:26:00,0.037436572736515454,0.0,0.0,0.0,0.0,0.03600010432662609,0.0,0.0,0.0,0.0,0.031226464856006924,0.0,0.0,0.0,0.0,0.00226789923907121,0.0,0.0,0.0,0.0,0.005428447598529118,0.0,0.0,0.0,0.0
2021-09-26 12:25:00,0.02018973688760421,0.0,0.0,0.0,0.0,0.02601376481374634,0.0,0.0,0.0,0.0,0.01732439371538656,0.0,0.0,0.0,0.0,0.0024508542681488167,0.0,0.0,0.0,0.0,0.010908070204046064,0.0,0.0,0.0,0.0
2021-09-26 12:24:00,0.020201624242710162,0.0,0.0,0.0,0.0,0.022013675188066864,0.0,0.0,0.0,0.0,0.016255123281933948,0.0,0.0,0.0,0.0,0.0019145763144035636,0.0,0.0,0.0,0.0,0.006434476704829942,0.0,0.0,0.0,0.0
2021-09-26 12:23:00,0.020968012984703913,0.0,0.0,0.0,0.0,0.03008428705852566,0.0,0.0,0.0,0.0,0.01781810506815352,0.0,0.0,0.0,0.0,0.002339862567857113,0.0,0.0,0.0,0.0,0.005235260371840411,0.0,0.0,0.0,0.0
2021-09-26 12:22:00,0.03624655889214997,0.0,0.0,0.0,0.0,0.029042194529985466,0.0,0.0,0.0,0.0,0.028170531642814467,0.0,0.0,0.0,0.0,0.002448554878745964,0.0,0.0,0.0,0.0,0.011361763446742638,0.0,0.0,0.0,0.0
2021-09-26 12:21:00,0.02043765289107237,0.0,0.0,0.0,0.0,0.0228227970969319,0.0,0.0,0.0,0.0,0.016350111034674816,0.0,0.0,0.0,0.0,0.001897929024488813,0.0,0.0,0.0,0.0,0.006215542925132193,0.0,0.0,0.0,0.0
2021-09-26 12:20:00,0.02190363061997497,0.0,0.0,0.0,0.0,0.021916222921991847,0.0,0.0,0.0,0.0,0.01612010389134421,0.0,0.0,0.0,0.0,0.0018166722006441797,0.0,0.0,0.0,0.0,0.002748400854572234,0.0,0.0,0.0,0.0
2021-09-26 12:19:00,0.15964050546914876,0.0,0.0,0.0,0.0,0.14545144670847018,0.0,0.0,0.0,0.0,0.2836787424184559,0.0,0.0,0.0,0.0,0.0022370818501967686,0.0,0.0,0.0,0.0,0.009385028675931295,0.0,0.0,0.0,0.0
2021-09-26 12:18:00,0.08249724874374446,0.0,0.0,0.0,0.0,0.07281188912231945,0.0,0.0,0.0,0.0,0.1261736602353821,0.0,0.0,0.0,0.0,0.002214183194260677,0.0,0.0,0.0,0.0,0.014302365858907961,0.0,0.0,0.0,0.0
2021-09-26 12:17:00,0.022583041668504222,0.0,0.0,0.0,0.0,0.025702587136719992,0.0,0.0,0.0,0.0,0.021362214267942173,0.0,0.0,0.0,0.0,0.002036942101042586,0.0,0.0,0.0,0.0,0.0064665012859710675,0.0,0.0,0.0,0.0
2021-09-26 12:16:00,0.021074608519179586,0.0,0.0,0.0,0.0,0.0212006165905341,0.0,0.0,0.0,0.0,0.015383189388449618,0.0,0.0,0.0,0.0,0.0017961515303028363,0.0,0.0,0.0,0.0,0.0035600635966294663,0.0,0.0,0.0,0.0
2021-09-26 12:15:00,0.13326484030870678,0.0,0.0,0.0,0.0,0.09907230103380868,0.0,0.0,0.0,0.0,0.2094414565314698,0.0,0.0,0.0,0.0,0.002286266470003599,0.0,0.0,0.0,0.0,0.010123552703705012,0.0,0.0,0.0,0.0
2021-09-26 12:14:00,0.03569889796249347,0.0,0.0,0.0,0.0,0.04051401009154413,0.0,0.0,0.0,0.0,0.03048087718248406,0.0,0.0,0.0,0.0,0.002447255971323988,0.0,0.0,0.0,0.0,0.012610693104276293,0.0,0.0,0.0,0.0
2021-09-26 12:13:00,0.020286637709129234,0.0,0.0,0.0,0.0,0.02171035604626752,0.0,0.0,0.0,0.0,0.015813810323611694,0.0,0.0,0.0,0.0,0.0018812398052764578,0.0,0.0,0.0,0.0,0.006257049910484606,0.0,0.0,0.0,0.0
2021-09-26 12:12:00,0.0203593552978802,0.0,0.0,0.0,0.0,0.02850457457110546,0.0,0.0,0.0,0.0,0.016641274693171226,0.0,0.0,0.0,0.0,0.0018989927509889999,0.0,0.0,0.0,0.0,0.002770220960947256,0.0,0.0,0.0,0.0
2021-09-26 12:11:00,0.08786937840392378,0.0,0.0,0.0,0.0,0.07320997570535184,0.0,0.0,0.0,0.0,0.13248945196725734,0.0,0.0,0.0,0.0,0.006194574013544359,0.0,0.0,0.0,0.0,0.007553169344102647,0.0,0.0,0.0,0.0
2021-09-26 12:10:00,0.021427798503640835,0.0,0.0,0.0,0.0,0.03407034752945629,0.0,0.0,0.0,0.0,0.023053658414387238,0.0,0.0,0.0,0.0,0.004706704597703511,0.0,0.0,0.0,0.0,0.01049058241062492,0.0,0.0,0.0,0.0
2021-09-26 12:09:00,0.020667167809075692,0.0,0.0,0.0,0.0,0.023687937778957984,0.0,0.0,0.0,0.0,0.016026445979255517,0.0,0.0,0.0,0.0,0.002257056405183159,0.0,0.0,0.0,0.0,0.006463478830260527,0.0,0.0,0.0,0.0
2021-09-26 12:08:00,0.046261702990477716,0.0,0.0,0.0,0.0,0.04176970128304518,0.0,0.0,0.0,0.0,0.04279794682923897,0.0,0.0,0.0,0.0,0.0024199611663967484,0.0,0.0,0.0,0.0,0.005562482148733257,0.0,0.0,0.0,0.0
2021-09-26 12:07:00,0.02593604579855935,0.0,0.0,0.0,0.0,0.0265226252781891,0.0,0.0,0.0,0.0,0.017224501776282607,0.0,0.0,0.0,0.0,0.00259086807603867,0.0,0.0,0.0,0.0,0.011664165178733062,0.0,0.0,0.0,0.0
2021-09-26 12:06:00,0.02219533325657276,0.0,0.0,0.0,0.0,0.021498370868774687,0.0,0.0,0.0,0.0,0.01575576757034535,0.0,0.0,0.0,0.0,0.0019930069039301537,0.0,0.0,0.0,0.0,0.00660405671059839,0.0,0.0,0.0,0.0
2021-09-26 12:05:00,0.022797115864027974,0.0,0.0,0.0,0.0,0.042710459271569336,0.0,0.0,0.0,0.0,0.016900087149454634,0.0,0.0,0.0,0.0,0.003333150415388412,0.0,0.0,0.0,0.0,0.00909254650120938,0.0,0.0,0.0,0.0
2021-09-26 12:04:00,0.04987414720586211,0.0,0.0,0.0,0.0,0.0257746770748426,0.0,0.0,0.0,0.0,0.03782337294505803,0.0,0.0,0.0,0.0,0.0026300663044224256,0.0,0.0,0.0,0.0,0.016330802941265668,0.0,0.0,0.0,0.0
2021-09-26 12:03:00,0.021896358171368747,0.0,0.0,0.0,0.0,0.023596396081320137,0.0,0.0,0.0,0.0,0.01651242681711101,0.0,0.0,0.0,0.0,0.0017182269044671017,0.0,0.0,0.0,0.0,0.001156635678788831,0.0,0.0,0.0,0.0
2021-09-26 12:02:00,0.021951206021342054,0.0,0.0,0.0,0.0,0.021549151123859172,0.0,0.0,0.0,0.0,0.015342809521547452,0.0,0.0,0.0,0.0,0.0017084105015478931,0.0,0.0,0.0,0.0,0.0012134608508129455,0.0,0.0,0.0,0.0
2021-09-26 12:01:00,0.02110481032447448,0.0,0.0,0.0,0.0,0.02070112461076074,0.0,0.0,0.0,0.0,0.015321573040813519,0.0,0.0,0.0,0.0,0.0019487127094278615,0.0,0.0,0.0,0.0,0.0012529750340936137,0.0,0.0,0.0,0.0
2021-09-26 12:00:00,0.021134478050935712,0.0,0.0,0.0,0.0,0.021453174951386225,0.0,0.0,0.0,0.0,0.015802117224128408,0.0,0.0,0.0,0.0,0.0018123443187086845,0.0,0.0,0.0,0.0,0.001291402393041589,0.0,0.0,0.0,0.0
2021-09-26 11:59:00,0.020404062477493785,0.0,0.0,0.0,0.0,0.021799919153390353,0.0,0.0,0.0,0.0,0.016284662222822512,0.0,0.0,0.0,0.0,0.0019818006704452884,0.0,0.0,0.0,0.0,0.001293033640948238,0.0,0.0,0.0,0.0
2021-09-26 11:58:00,0.02043991661666477,0.0,0.0,0.0,0.0,0.022009556434361834,0.0,0.0,0.0,0.0,0.01627265771879583,0.0,0.0,0.0,0.0,0.00179312535032287,0.0,0.0,0.0,0.0,0.0013527780340351588,0.0,0.0,0.0,0.0
2021-09-26 11:57:00,0.026064182990824965,0.0,0.0,0.0,0.0,0.03412610417301825,0.0,0.0,0.0,0.0,0.017289831859744944,0.0,0.0,0.0,0.0,0.0024842257340039232,0.0,0.0,0.0,0.0,0.0013891719936926469,0.0,0.0,0.0,0.0
2021-09-26 11:56:00,0.38360636896891287,0.0,0.0,0.0,0.0,0.2756801548529609,0.0,0.0,0.0,0.0,0.3068601222048424,0.0,0.0,0.0,0.0,0.0021828020376177073,0.0,0.0,0.0,0.0,0.12102457097087911,0.0,0.0,0.0,0.0
2021-09-26 11:55:00,0.7650149034892916,0.0,0.0,0.0,0.0,0.6697125766641281,0.0,0.0,0.0,0.0,0.5662152783037698,0.0,0.0,0.0,0.0,0.16649347808479573,0.0,0.0,0.0,0.0,0.4945682598628307,0.0,0.0,0.0,0.0
