timestamp,cpu_util_experiment-syncmesh-with-latency-3-node-instance-2,io_read_experiment-syncmesh-with-latency-3-node-instance-2,io_write_experiment-syncmesh-with-latency-3-node-instance-2,iops_read_experiment-syncmesh-with-latency-3-node-instance-2,iops_write_experiment-syncmesh-with-latency-3-node-instance-2,cpu_util_experiment-syncmesh-with-latency-3-node-instance-3,io_read_experiment-syncmesh-with-latency-3-node-instance-3,io_write_experiment-syncmesh-with-latency-3-node-instance-3,iops_read_experiment-syncmesh-with-latency-3-node-instance-3,iops_write_experiment-syncmesh-with-latency-3-node-instance-3,cpu_util_experiment-syncmesh-with-latency-3-node-instance-1,io_read_experiment-syncmesh-with-latency-3-node-instance-1,io_write_experiment-syncmesh-with-latency-3-node-instance-1,iops_read_experiment-syncmesh-with-latency-3-node-instance-1,iops_write_experiment-syncmesh-with-latency-3-node-instance-1,cpu_util_experiment-syncmesh-with-latency-3-test-orchestrator,io_read_experiment-syncmesh-with-latency-3-test-orchestrator,io_write_experiment-syncmesh-with-latency-3-test-orchestrator,iops_read_experiment-syncmesh-with-latency-3-test-orchestrator,iops_write_experiment-syncmesh-with-latency-3-test-orchestrator,cpu_util_experiment-syncmesh-with-latency-3-client-instance,io_read_experiment-syncmesh-with-latency-3-client-instance,io_write_experiment-syncmesh-with-latency-3-client-instance,iops_read_experiment-syncmesh-with-latency-3-client-instance,iops_write_experiment-syncmesh-with-latency-3-client-instance
2021-09-26 12:49:00,0.019519560315692294,0.0,0.0,0.0,0.0,0.019856618304409795,0.0,0.0,0.0,0.0,0.01505952948321531,0.0,0.0,0.0,0.0,0.0011702991779920068,0.0,0.0,0.0,0.0,0.0011125003804764333,0.0,0.0,0.0,0.0
2021-09-26 12:48:00,0.019184757917830097,0.0,0.0,0.0,0.0,0.019596660041980365,0.0,0.0,0.0,0.0,0.01542081113830136,0.0,0.0,0.0,0.0,0.0011706011270211055,0.0,0.0,0.0,0.0,0.001117422803734769,0.0,0.0,0.0,0.0
2021-09-26 12:47:00,0.01949822262975592,0.0,0.0,0.0,0.0,0.019927133837284335,0.0,0.0,0.0,0.0,0.015531593407699518,0.0,0.0,0.0,0.0,0.001309809726492972,0.0,0.0,0.0,0.0,0.0011544791506170307,0.0,0.0,0.0,0.0
2021-09-26 12:46:00,0.019701457541744107,0.0,0.0,0.0,0.0,0.020086760532888093,0.0,0.0,0.0,0.0,0.01619230798859377,0.0,0.0,0.0,0.0,0.001203160043018888,0.0,0.0,0.0,0.0,0.0012300247877035987,0.0,0.0,0.0,0.0
2021-09-26 12:45:00,0.01932190734451969,0.0,0.0,0.0,0.0,0.020582808858065012,0.0,0.0,0.0,0.0,0.015628805344178903,0.0,0.0,0.0,0.0,0.0011602251440613997,0.0,0.0,0.0,0.0,0.0010735076313155882,0.0,0.0,0.0,0.0
2021-09-26 12:44:00,0.019317094218201682,0.0,0.0,0.0,0.0,0.019652560125852384,0.0,0.0,0.0,0.0,0.015566926486055857,0.0,0.0,0.0,0.0,0.0012039281348826592,0.0,0.0,0.0,0.0,0.001110042660597325,0.0,0.0,0.0,0.0
2021-09-26 12:43:00,0.019139469523085494,0.0,0.0,0.0,0.0,0.01989234217627474,0.0,0.0,0.0,0.0,0.01538790646449731,0.0,0.0,0.0,0.0,0.0012652278314047767,0.0,0.0,0.0,0.0,0.0011212651441051473,0.0,0.0,0.0,0.0
2021-09-26 12:42:00,0.019786525654782377,0.0,0.0,0.0,0.0,0.020655941584721896,0.0,0.0,0.0,0.0,0.01568813473289244,0.0,0.0,0.0,0.0,0.0014079432850448844,0.0,0.0,0.0,0.0,0.0011861608478116162,0.0,0.0,0.0,0.0
2021-09-26 12:41:00,0.01988351284657265,0.0,0.0,0.0,0.0,0.020767903685781637,0.0,0.0,0.0,0.0,0.015474864641798073,0.0,0.0,0.0,0.0,0.0013120751811394862,0.0,0.0,0.0,0.0,0.0011338909552508862,0.0,0.0,0.0,0.0
2021-09-26 12:40:00,0.01968445214763269,0.0,0.0,0.0,0.0,0.02033806415843363,0.0,0.0,0.0,0.0,0.016317516350363805,0.0,0.0,0.0,0.0,0.0011991576985250182,0.0,0.0,0.0,0.0,0.0010957257480373054,0.0,0.0,0.0,0.0
2021-09-26 12:39:00,0.01927066505185214,0.0,0.0,0.0,0.0,0.02098035592161125,0.0,0.0,0.0,0.0,0.015832511455850334,0.0,0.0,0.0,0.0,0.0013097916269039444,0.0,0.0,0.0,0.0,0.0011454090279964173,0.0,0.0,0.0,0.0
2021-09-26 12:38:00,0.019690773136905194,0.0,0.0,0.0,0.0,0.021693609506650564,0.0,0.0,0.0,0.0,0.016115889903762573,0.0,0.0,0.0,0.0,0.0012472218533000994,0.0,0.0,0.0,0.0,0.001225820035312116,0.0,0.0,0.0,0.0
2021-09-26 12:37:00,0.019446149387289325,0.0,0.0,0.0,0.0,0.022421991594867543,0.0,0.0,0.0,0.0,0.019072943238650927,0.0,0.0,0.0,0.0,0.18384639378806575,0.0,0.0,0.0,0.0,0.0014510587013466154,0.0,0.0,0.0,0.0
2021-09-26 12:36:00,0.0416384719887958,0.0,0.0,0.0,0.0,0.04053492737224123,0.0,0.0,0.0,0.0,0.03523971374331059,0.0,0.0,0.0,0.0,0.3728785172158426,0.0,0.0,0.0,0.0,0.007206136284203524,0.0,0.0,0.0,0.0
