timestamp,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-2,io_read_experiment-advanced-mongo-with-latency-3-node-instance-2,io_write_experiment-advanced-mongo-with-latency-3-node-instance-2,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-2,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-2,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-3,io_read_experiment-advanced-mongo-with-latency-3-node-instance-3,io_write_experiment-advanced-mongo-with-latency-3-node-instance-3,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-3,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-3,cpu_util_experiment-advanced-mongo-with-latency-3-node-instance-1,io_read_experiment-advanced-mongo-with-latency-3-node-instance-1,io_write_experiment-advanced-mongo-with-latency-3-node-instance-1,iops_read_experiment-advanced-mongo-with-latency-3-node-instance-1,iops_write_experiment-advanced-mongo-with-latency-3-node-instance-1,cpu_util_experiment-advanced-mongo-with-latency-3-central-config-server,io_read_experiment-advanced-mongo-with-latency-3-central-config-server,io_write_experiment-advanced-mongo-with-latency-3-central-config-server,iops_read_experiment-advanced-mongo-with-latency-3-central-config-server,iops_write_experiment-advanced-mongo-with-latency-3-central-config-server,cpu_util_experiment-advanced-mongo-with-latency-3-central-server,io_read_experiment-advanced-mongo-with-latency-3-central-server,io_write_experiment-advanced-mongo-with-latency-3-central-server,iops_read_experiment-advanced-mongo-with-latency-3-central-server,iops_write_experiment-advanced-mongo-with-latency-3-central-server,cpu_util_experiment-advanced-mongo-with-latency-3-client-instance,io_read_experiment-advanced-mongo-with-latency-3-client-instance,io_write_experiment-advanced-mongo-with-latency-3-client-instance,iops_read_experiment-advanced-mongo-with-latency-3-client-instance,iops_write_experiment-advanced-mongo-with-latency-3-client-instance
2021-09-19 13:31:00,0.022525898679911432,0,2240510,0,181,0.023071583693618437,14726,2147184,0,153,0.021260509988592937,0,3629719,0,340,0.02149397707710487,0,4012827,0,406,0.005169272548171951,0,648179,0,39,0.07341868025135483,0,2885934,0,194
2021-09-19 13:30:00,0.021664455315783943,0,2022933,0,148,0.021634554228942213,0,2034216,0,150,0.02080479258105849,0,3363426,0,318,0.021400298989355804,0,3822542,0,386,0.006695255690807992,0,911608,0,91,0.10994999445125965,0,1278044,0,122
2021-09-19 13:29:00,0.02243014104377039,0,2206798,0,171,0.022170601695728466,248161,2476264,24,198,0.020585529087339675,0,3362089,0,332,0.022222668272365808,0,3629913,0,368,0.006122591417617921,360471,629120,35,56,0.00624541594794484,0,175851,0,20
2021-09-19 13:28:00,0.021629125698098522,0,2153622,0,175,0.026258879145655573,120479,2226079,12,170,0.020775639835499266,0,3492972,0,338,0.021061763290762057,0,3545121,0,365,0.004924630255720548,8169,594556,1,43,0.06859023536458295,0,2431836,0,173
2021-09-19 13:27:00,0.026748420273009305,272439,2422125,27,191,0.023749369286827006,0,2225095,0,167,0.02140368651150908,0,3564297,0,335,0.02254716069803493,0,3918149,0,398,0.005191329616187564,0,678038,0,41,0.10495385243156079,0,1477057,0,123
2021-09-19 13:26:00,0.02249145114928647,96201,2320495,9,186,0.02220614085484887,0,2050650,0,145,0.021010928987963477,0,3428496,0,324,0.021339318895763883,0,3940054,0,418,0.004059962311841995,0,499698,0,35,0.012217677805229006,0,106273,0,9
2021-09-19 13:25:00,0.021853296434795767,0,2120491,0,164,0.02283561299510571,0,2170684,0,162,0.02084923429844328,0,3364497,0,324,0.026067952585114067,23946,3736834,5,374,0.00405459571859339,0,515640,0,33,0.006168064022362311,0,13374,0,2
2021-09-19 13:24:00,0.021887462580930616,0,1840559,0,129,0.02248396237376511,0,2515685,0,207,0.020657609176881902,0,3418270,0,324,0.02149512537259497,630,3563790,0,367,0.0048893883098623785,0,756414,0,46,0.07298614852368815,0,3135910,0,192
2021-09-19 13:23:00,0.022665847797094803,0,2075037,0,155,0.033184146601904274,0,2957846,0,247,0.020842729422836232,0,3304940,0,322,0.02167624258134329,0,3591399,0,377,0.0053165893856790564,0,549574,0,37,0.10954918746778901,0,761176,0,105
2021-09-19 13:22:00,0.02187090249917342,0,2181191,0,164,0.02454123104179473,0,2503499,0,193,0.021253495648413435,0,3436887,0,333,0.021892222360062875,0,3660035,0,364,0.004140778318203549,0,608859,0,51,0.006184872878892378,0,67179,0,12
2021-09-19 13:21:00,0.02216637377774428,0,2139737,0,159,0.02152877376823502,0,2156766,0,159,0.02177371929254453,0,3442766,0,335,0.020918082953625117,0,3637877,0,380,0.004617893407605322,0,630322,0,34,0.07225665423523016,0,2821768,0,178
2021-09-19 13:20:00,0.021486969882866448,0,1998678,0,146,0.020708538221915755,0,1971341,0,141,0.02130444838961599,0,3447171,0,334,0.021023197516316827,107759,3780923,10,409,0.004938948037355336,0,534658,0,30,0.10842401295282257,0,708068,0,103
2021-09-19 13:19:00,0.022463626881607485,0,1953787,0,149,0.022254863707318388,0,2057794,0,155,0.021170678834281868,0,3358889,0,332,0.02066391850889507,2833,3625080,0,387,0.004199385287647317,0,560524,0,47,0.005876517054580196,0,118916,0,12
2021-09-19 13:18:00,0.022376257002239205,6054,2162657,1,178,0.021562715128090323,5515,2267704,1,195,0.021196335019794788,6267,3380198,2,354,0.021097024118685918,59866,3688678,7,408,0.004792593762029422,8010,973681,2,96,0.06931903469098728,8071,2330226,2,149
2021-09-19 13:17:00,0.02248378438215042,2138,2418064,1,201,0.021708324776072156,2677,2336146,1,193,0.021596294569578588,1925,3336032,0,332,0.02189088973713756,1574,3658564,0,378,0.005170381063974597,182,554482,0,32,0.10443792859860371,121,1071978,0,121
2021-09-19 13:16:00,0.022214184173544045,0,2000867,0,148,0.02080056475558744,0,2234022,0,178,0.021134195019523124,0,3230026,0,296,0.020766700280307287,0,3402320,0,349,0.0041488263365143515,0,484688,0,38,0.005793382059862277,0,136558,0,15
2021-09-19 13:15:00,0.021164391582293263,0,2006482,0,157,0.021548678386805402,0,2185919,0,174,0.02103615039826015,0,3309602,0,328,0.0208519160141968,0,3531286,0,379,0.004665503921398084,0,691601,0,48,0.0422125686502298,0,219737,0,31
2021-09-19 13:14:00,0.021778526796012443,0,1953443,0,146,0.021305153035553796,0,1845363,0,141,0.02077311132053552,0,3119854,0,293,0.020052763081690253,0,3335267,0,359,0.0048866329213630875,0,572165,0,38,0.08876040757504573,0,2618399,0,166
2021-09-19 13:13:00,0.021910294563350873,0,2100514,0,156,0.022607005867143926,0,2015748,0,148,0.020671233182613234,0,2854104,0,273,0.020997740089490454,0,3469722,0,373,0.004356279070585837,0,497244,0,34,0.04444690226981294,0,648456,0,93
2021-09-19 13:12:00,0.02260419010174246,0,1957898,0,136,0.02126262744888597,0,2107390,0,152,0.020717512299618098,0,3172673,0,291,0.020574196757388565,0,3293797,0,343,0.004201015494925997,0,531670,0,40,0.00584068409140599,0,53499,0,11
2021-09-19 13:11:00,0.02237837424453725,0,2080952,0,153,0.022226971047185393,0,2249045,0,183,0.02137228013197851,0,3047769,0,287,0.020991723688930836,0,3329014,0,365,0.004709621047972945,0,692690,0,38,0.0696971056853954,460069,2789328,4,234
2021-09-19 13:10:00,0.02133882363926413,139247,2235154,27,180,0.022512657223351103,99263,2312658,24,195,0.02098404392652474,112812,3290197,28,318,0.021267031098091374,143679,3665321,35,407,0.00503342789823075,144190,832497,35,83,0.10538837295165303,297444,772130,40,95
2021-09-19 13:09:00,0.022628069134778647,49169,2122832,10,164,0.02285538983797745,48193,2097918,12,164,0.020168917586983783,34644,2929891,8,287,0.020718424136630394,3777,3314930,1,364,0.004367085689656847,3266,527178,1,41,0.006104292695808293,4343,35131,1,6
2021-09-19 13:08:00,0.02330182228653399,0,1830383,0,132,0.02328568068744256,0,1833416,0,129,0.0203561381933324,0,2877115,0,268,0.020229678944086043,0,3109924,0,329,0.004223233471201127,0,468125,0,35,0.0012357899999521748,0,73004,0,11
2021-09-19 13:07:00,0.02311358829937736,0,2347651,0,198,0.022965519802892468,0,2266285,0,186,0.020785826897235418,18802,3352574,1,321,0.02088950506313149,0,3248395,0,357,0.004352131752708269,0,531524,0,40,0.0013725704780786904,0,441482,0,66
2021-09-19 13:06:00,0.04271864126179139,3307824,3413767,244,227,0.04141797808828234,3007545,3380912,221,243,0.0372833533738401,3417569,4589829,249,387,0.02013877048357576,0,3411874,0,362,0.011590311698704406,4384761,2775440,325,200,0.010626472711630442,4466488,2000206,329,123
2021-09-19 13:05:00,0.02496661242406854,1168080,2404371,86,173,0.025263030428891633,1460167,2552012,107,185,0.025514173245130205,1053992,3485985,79,337,0.019842391215873077,0,3535838,0,369,0.015107694604914219,99335,555251,7,41,0.014875357004181211,107117,179117,6,13
2021-09-19 13:04:00,0.0204430385050865,0,1708419,0,129,0.018941729537848555,0,1807743,0,142,0.01994905910747254,8192,2726818,2,282,0.02049718964141055,0,3239594,0,336,0.0038996595934233844,0,387660,0,25,0.0011457560588366295,603,2233,0,0
2021-09-19 13:03:00,0.021054753454779036,0,1762315,0,139,0.019802562441227658,0,1749080,0,140,0.020349193384551968,283953,3030733,28,329,0.019559599905796195,0,3343504,0,354,0.003994271245437631,0,389026,0,29,0.0012140016833470213,0,0,0,0
2021-09-19 13:02:00,0.021294464352919817,0,2824489,0,227,0.01966407957351161,0,2679549,0,214,0.02330773600126932,86612,3846467,8,372,0.01974964140373198,0,3773416,0,399,0.004148756470488024,0,541318,0,60,0.0013080103312553605,0,165466,0,34
2021-09-19 13:01:00,0.020127759057163058,0,1442040,0,116,0.01852089602492934,0,1574207,0,124,0.017996122240240216,0,1997200,0,171,0.01865177111030694,39910,3732822,1,221,0.003961443736953403,0,428622,0,28,0.0013125928202815846,0,42827,0,6
2021-09-19 13:00:00,0.015132293444005048,0,806197,0,62,0.015412429353048651,0,904668,0,82,0.012786625708299464,0,931524,0,70,0.014509093393082869,1050,1472540,0,149,0.0038200344542791715,40053,442006,1,35,0.0012901132184900631,0,20781,0,4
2021-09-19 12:59:00,0.014577291158015034,0,1119591,0,87,0.01466040190352563,5515,1188820,1,96,0.011741011018032547,0,754840,0,53,0.014269978464566435,0,1369221,0,135,0.003857778475623519,907,390299,0,25,0.001321087075144097,0,302,0,0
2021-09-19 12:58:00,0.018505609063785282,0,3194437,0,267,0.018772919589352455,2677,3010630,1,261,0.012269000632236052,0,2164044,0,188,0.014643512343294654,0,3008376,0,296,0.013034192777889567,0,2179473,0,155,0.0012088816000535019,0,28250,0,6
2021-09-19 12:57:00,0.2669389803561337,1443923,69832325,293,855,0.2764649483896226,1566122,189302111,280,1417,0.12690005852408082,131614,61908836,2,700,0.014980149896876564,0,45620769,0,759,0.08172566313178725,0,39512812,0,183,0.024655151691955503,0,39800277,0,225
2021-09-19 12:56:00,0.7428084179105301,17549309,856896205,580,7530,0.7167577431312436,21045802,803503776,1026,8478,0.7237444720747781,19186996,846996659,797,7480,0.582643276782985,24341704,902578272,1017,5533,0.3924289699865544,24352066,941136344,985,7092,0.35481111883107536,21263908,542390708,596,7604
