timestamp,cpu_util_experiment-baseline-with-latency-3-node-instance-2,io_read_experiment-baseline-with-latency-3-node-instance-2,io_write_experiment-baseline-with-latency-3-node-instance-2,iops_read_experiment-baseline-with-latency-3-node-instance-2,iops_write_experiment-baseline-with-latency-3-node-instance-2,cpu_util_experiment-baseline-with-latency-3-node-instance-3,io_read_experiment-baseline-with-latency-3-node-instance-3,io_write_experiment-baseline-with-latency-3-node-instance-3,iops_read_experiment-baseline-with-latency-3-node-instance-3,iops_write_experiment-baseline-with-latency-3-node-instance-3,cpu_util_experiment-baseline-with-latency-3-node-instance-1,io_read_experiment-baseline-with-latency-3-node-instance-1,io_write_experiment-baseline-with-latency-3-node-instance-1,iops_read_experiment-baseline-with-latency-3-node-instance-1,iops_write_experiment-baseline-with-latency-3-node-instance-1,cpu_util_experiment-baseline-with-latency-3-test-orchestrator,io_read_experiment-baseline-with-latency-3-test-orchestrator,io_write_experiment-baseline-with-latency-3-test-orchestrator,iops_read_experiment-baseline-with-latency-3-test-orchestrator,iops_write_experiment-baseline-with-latency-3-test-orchestrator,cpu_util_experiment-baseline-with-latency-3-central-server,io_read_experiment-baseline-with-latency-3-central-server,io_write_experiment-baseline-with-latency-3-central-server,iops_read_experiment-baseline-with-latency-3-central-server,iops_write_experiment-baseline-with-latency-3-central-server,cpu_util_experiment-baseline-with-latency-3-client-instance,io_read_experiment-baseline-with-latency-3-client-instance,io_write_experiment-baseline-with-latency-3-client-instance,iops_read_experiment-baseline-with-latency-3-client-instance,iops_write_experiment-baseline-with-latency-3-client-instance
2021-09-26 12:39:00,0.0011710945841182745,0.0,0.0,0.0,0.0,0.0011517595781720994,0.0,0.0,0.0,0.0,0.0011523219162976753,0.0,0.0,0.0,0.0,0.0011802241513812818,0.0,0.0,0.0,0.0,0.006855034816062281,0.0,0.0,0.0,0.0,0.001206795095428011,0.0,0.0,0.0,0.0
2021-09-26 12:38:00,0.0014911390844252045,0.0,0.0,0.0,0.0,0.0013471778531126688,0.0,0.0,0.0,0.0,0.0014168481291392254,0.0,0.0,0.0,0.0,0.025926113788200665,0.0,0.0,0.0,0.0,0.006915882876131718,0.0,0.0,0.0,0.0,0.0012806851441003648,0.0,0.0,0.0,0.0
2021-09-26 12:37:00,0.002338927157109083,0.0,0.0,0.0,0.0,0.002859889249786344,0.0,0.0,0.0,0.0,0.001226548641856103,0.0,0.0,0.0,0.0,0.4128130659909112,0.0,0.0,0.0,0.0,0.007732676438483565,0.0,0.0,0.0,0.0,0.01266364411781448,0.0,0.0,0.0,0.0
2021-09-26 12:36:00,0.017241012112097564,0.0,0.0,0.0,0.0,0.01731149516063984,0.0,0.0,0.0,0.0,0.017085803878810188,0.0,0.0,0.0,0.0,0.26853717475447403,0.0,0.0,0.0,0.0,0.020200349062199526,0.0,0.0,0.0,0.0,0.0070646001745672034,0.0,0.0,0.0,0.0
2021-09-26 12:35:00,0.00147476583062911,0.0,0.0,0.0,0.0,0.001336280762596213,0.0,0.0,0.0,0.0,0.0022061070980688175,0.0,0.0,0.0,0.0,0.0022186337722645295,0.0,0.0,0.0,0.0,0.012189061888218096,0.0,0.0,0.0,0.0,0.006950969243778123,0.0,0.0,0.0,0.0
2021-09-26 12:34:00,0.0015866760584297404,0.0,0.0,0.0,0.0,0.002117689485132246,0.0,0.0,0.0,0.0,0.0016482941641200455,0.0,0.0,0.0,0.0,0.0029584421463609324,0.0,0.0,0.0,0.0,0.007366458415954469,0.0,0.0,0.0,0.0,0.004361645566719119,0.0,0.0,0.0,0.0
2021-09-26 12:33:00,0.0025255688799257804,0.0,0.0,0.0,0.0,0.00885705803196591,0.0,0.0,0.0,0.0,0.0015565411435716214,0.0,0.0,0.0,0.0,0.018793946899615815,0.0,0.0,0.0,0.0,0.16661422431792042,0.0,0.0,0.0,0.0,0.117929628933706,0.0,0.0,0.0,0.0
2021-09-26 12:32:00,0.0159723189402906,0.0,0.0,0.0,0.0,0.009234387295077796,0.0,0.0,0.0,0.0,0.013935397575063745,0.0,0.0,0.0,0.0,0.004034386790819037,0.0,0.0,0.0,0.0,0.034264916572034565,0.0,0.0,0.0,0.0,0.06487423395917678,0.0,0.0,0.0,0.0
2021-09-26 12:31:00,0.0014721971681514864,0.0,0.0,0.0,0.0,0.0013554049712917995,0.0,0.0,0.0,0.0,0.0022129582723962927,0.0,0.0,0.0,0.0,0.0023070492661847906,0.0,0.0,0.0,0.0,0.007085979199023029,0.0,0.0,0.0,0.0,0.003987793342906324,0.0,0.0,0.0,0.0
2021-09-26 12:30:00,0.002193705263099351,0.0,0.0,0.0,0.0,0.0025752602802081507,0.0,0.0,0.0,0.0,0.0016884212212938603,0.0,0.0,0.0,0.0,0.0030761322562810277,0.0,0.0,0.0,0.0,0.0076956946234920075,0.0,0.0,0.0,0.0,0.11400061110195642,0.0,0.0,0.0,0.0
2021-09-26 12:29:00,0.012325443604781109,0.0,0.0,0.0,0.0,0.012841846430337492,0.0,0.0,0.0,0.0,0.011345096567381082,0.0,0.0,0.0,0.0,0.02172370951997872,0.0,0.0,0.0,0.0,0.09347908108972879,0.0,0.0,0.0,0.0,0.06108202657603006,0.0,0.0,0.0,0.0
2021-09-26 12:28:00,0.0014625956681195854,0.0,0.0,0.0,0.0,0.0014414282656119326,0.0,0.0,0.0,0.0,0.0019282158632464073,0.0,0.0,0.0,0.0,0.0027828986399706917,0.0,0.0,0.0,0.0,0.02171672933123053,0.0,0.0,0.0,0.0,0.008167385738718261,0.0,0.0,0.0,0.0
2021-09-26 12:27:00,0.0013990185651276002,0.0,0.0,0.0,0.0,0.001507227856914047,0.0,0.0,0.0,0.0,0.0013836619601993523,0.0,0.0,0.0,0.0,0.002630469907497949,0.0,0.0,0.0,0.0,0.006925299777119894,0.0,0.0,0.0,0.0,0.0039643085472746975,0.0,0.0,0.0,0.0
2021-09-26 12:26:00,0.002195367396310151,0.0,0.0,0.0,0.0,0.0035173291115413005,0.0,0.0,0.0,0.0,0.002341687910784647,0.0,0.0,0.0,0.0,0.019800311539397993,0.0,0.0,0.0,0.0,0.0578960149547773,0.0,0.0,0.0,0.0,0.1190119169783595,0.0,0.0,0.0,0.0
2021-09-26 12:25:00,0.011082196322335846,0.0,0.0,0.0,0.0,0.010045717445759312,0.0,0.0,0.0,0.0,0.009517613243482022,0.0,0.0,0.0,0.0,0.003665181819030927,0.0,0.0,0.0,0.0,0.015516022390889835,0.0,0.0,0.0,0.0,0.06584511696184639,0.0,0.0,0.0,0.0
2021-09-26 12:24:00,0.0014943644125068544,0.0,0.0,0.0,0.0,0.001372603240590801,0.0,0.0,0.0,0.0,0.0019105504471175058,0.0,0.0,0.0,0.0,0.0028906234646697724,0.0,0.0,0.0,0.0,0.006882327074751752,0.0,0.0,0.0,0.0,0.004217060464470516,0.0,0.0,0.0,0.0
2021-09-26 12:23:00,0.002123651138339729,0.0,0.0,0.0,0.0,0.002289788197062137,0.0,0.0,0.0,0.0,0.0014997121978964855,0.0,0.0,0.0,0.0,0.003129600554386632,0.0,0.0,0.0,0.0,0.0075028724502232075,0.0,0.0,0.0,0.0,0.11715003738116915,0.0,0.0,0.0,0.0
2021-09-26 12:22:00,0.009354543830623167,0.0,0.0,0.0,0.0,0.009347536905668126,0.0,0.0,0.0,0.0,0.00909883471104204,0.0,0.0,0.0,0.0,0.021991229519813516,0.0,0.0,0.0,0.0,0.021029268822880216,0.0,0.0,0.0,0.0,0.05969279856993855,0.0,0.0,0.0,0.0
2021-09-26 12:21:00,0.0015088097588398834,0.0,0.0,0.0,0.0,0.0014253427495034999,0.0,0.0,0.0,0.0,0.001714750099961293,0.0,0.0,0.0,0.0,0.008758138569694948,0.0,0.0,0.0,0.0,0.009319158463548168,0.0,0.0,0.0,0.0,0.006821988806804313,0.0,0.0,0.0,0.0
2021-09-26 12:20:00,0.0015933692018127962,0.0,0.0,0.0,0.0,0.001455339541088089,0.0,0.0,0.0,0.0,0.0014275727373676734,0.0,0.0,0.0,0.0,0.0024308427141242223,0.0,0.0,0.0,0.0,0.00690861711117563,0.0,0.0,0.0,0.0,0.004122632394321594,0.0,0.0,0.0,0.0
2021-09-26 12:19:00,0.002345227439135063,0.0,0.0,0.0,0.0,0.002886538754225872,0.0,0.0,0.0,0.0,0.001401028815705274,0.0,0.0,0.0,0.0,0.015253877556934014,0.0,0.0,0.0,0.0,0.16307022249498287,0.0,0.0,0.0,0.0,0.32398358389105697,0.0,0.0,0.0,0.0
2021-09-26 12:18:00,0.01634870776216341,0.0,0.0,0.0,0.0,0.016920449046017437,0.0,0.0,0.0,0.0,0.01394537419029973,0.0,0.0,0.0,0.0,0.0067218272192161406,0.0,0.0,0.0,0.0,0.039872931000084814,0.0,0.0,0.0,0.0,0.16419395137840098,0.0,0.0,0.0,0.0
2021-09-26 12:17:00,0.0016034633950188966,0.0,0.0,0.0,0.0,0.0015721571095355102,0.0,0.0,0.0,0.0,0.0020015146300437435,0.0,0.0,0.0,0.0,0.0029432005120080852,0.0,0.0,0.0,0.0,0.00825449438166217,0.0,0.0,0.0,0.0,0.006787141629030202,0.0,0.0,0.0,0.0
2021-09-26 12:16:00,0.0016202106618081302,0.0,0.0,0.0,0.0,0.001781093990846235,0.0,0.0,0.0,0.0,0.0014575407122308093,0.0,0.0,0.0,0.0,0.002914453166030384,0.0,0.0,0.0,0.0,0.007218904561073221,0.0,0.0,0.0,0.0,0.004180640542602987,0.0,0.0,0.0,0.0
2021-09-26 12:15:00,0.0020494866528504,0.0,0.0,0.0,0.0,0.005988938210925691,0.0,0.0,0.0,0.0,0.0040423172144798515,0.0,0.0,0.0,0.0,0.015458477798943212,0.0,0.0,0.0,0.0,0.09152229305866892,0.0,0.0,0.0,0.0,0.21399938761713552,0.0,0.0,0.0,0.0
2021-09-26 12:14:00,0.012207926722005406,0.0,0.0,0.0,0.0,0.008694700835232539,0.0,0.0,0.0,0.0,0.008716657204264303,0.0,0.0,0.0,0.0,0.004027056443098094,0.0,0.0,0.0,0.0,0.021440494823048085,0.0,0.0,0.0,0.0,0.11405518466145874,0.0,0.0,0.0,0.0
2021-09-26 12:13:00,0.0015428690123329147,0.0,0.0,0.0,0.0,0.0014721314980315962,0.0,0.0,0.0,0.0,0.0018679543977915122,0.0,0.0,0.0,0.0,0.0026933611610163648,0.0,0.0,0.0,0.0,0.006766150563026704,0.0,0.0,0.0,0.0,0.003982491452515783,0.0,0.0,0.0,0.0
2021-09-26 12:12:00,0.002000593776854013,0.0,0.0,0.0,0.0,0.0022419173559877475,0.0,0.0,0.0,0.0,0.0015179240245567864,0.0,0.0,0.0,0.0,0.0025091109965166797,0.0,0.0,0.0,0.0,0.0075960981539497634,0.0,0.0,0.0,0.0,0.15536311083797283,0.0,0.0,0.0,0.0
2021-09-26 12:11:00,0.010961257492085015,0.0,0.0,0.0,0.0,0.01097510926603178,0.0,0.0,0.0,0.0,0.010480116257632706,0.0,0.0,0.0,0.0,0.015469565001592814,0.0,0.0,0.0,0.0,0.0549264861175402,0.0,0.0,0.0,0.0,0.09463292241751399,0.0,0.0,0.0,0.0
2021-09-26 12:10:00,0.0014683519700303311,0.0,0.0,0.0,0.0,0.0015622805122400033,0.0,0.0,0.0,0.0,0.0021578241528634598,0.0,0.0,0.0,0.0,0.002530535729896203,0.0,0.0,0.0,0.0,0.015091345016940731,0.0,0.0,0.0,0.0,0.014700645631509465,0.0,0.0,0.0,0.0
2021-09-26 12:09:00,0.0020096033350417504,0.0,0.0,0.0,0.0,0.0026790337007852826,0.0,0.0,0.0,0.0,0.0019835903118661236,0.0,0.0,0.0,0.0,0.0027954842075533413,0.0,0.0,0.0,0.0,0.007138620365161093,0.0,0.0,0.0,0.0,0.0045493317655382745,0.0,0.0,0.0,0.0
2021-09-26 12:08:00,0.009796971458305848,0.0,0.0,0.0,0.0,0.009717713391603884,0.0,0.0,0.0,0.0,0.009524088895283474,0.0,0.0,0.0,0.0,0.013290457636670597,0.0,0.0,0.0,0.0,0.021392250438950336,0.0,0.0,0.0,0.0,0.12364275391999892,0.0,0.0,0.0,0.0
2021-09-26 12:07:00,0.001311137463506403,0.0,0.0,0.0,0.0,0.0013193819559035092,0.0,0.0,0.0,0.0,0.002104036015428316,0.0,0.0,0.0,0.0,0.002342127931690404,0.0,0.0,0.0,0.0,0.009322637855849554,0.0,0.0,0.0,0.0,0.06856990323050051,0.0,0.0,0.0,0.0
2021-09-26 12:06:00,0.0014590245586182011,0.0,0.0,0.0,0.0,0.0014739794336009026,0.0,0.0,0.0,0.0,0.001856591505526713,0.0,0.0,0.0,0.0,0.002552797595095709,0.0,0.0,0.0,0.0,0.0073476611949056785,0.0,0.0,0.0,0.0,0.004231524613501137,0.0,0.0,0.0,0.0
2021-09-26 12:05:00,0.002957557378315319,0.0,0.0,0.0,0.0,0.003711941397246695,0.0,0.0,0.0,0.0,0.0015825521984481838,0.0,0.0,0.0,0.0,0.0020780722864756148,0.0,0.0,0.0,0.0,0.026050716881549127,0.0,0.0,0.0,0.0,0.01695355000349726,0.0,0.0,0.0,0.0
2021-09-26 12:04:00,0.023273346387495054,0.0,0.0,0.0,0.0,0.02463461657714229,0.0,0.0,0.0,0.0,0.024505829369230507,0.0,0.0,0.0,0.0,0.00599646258245663,0.0,0.0,0.0,0.0,0.010180850201852346,0.0,0.0,0.0,0.0,0.00926155378551267,0.0,0.0,0.0,0.0
2021-09-26 12:03:00,0.0013320266915746023,0.0,0.0,0.0,0.0,0.0012356726314886638,0.0,0.0,0.0,0.0,0.0026073290325191087,0.0,0.0,0.0,0.0,0.0015354045714132643,0.0,0.0,0.0,0.0,0.0067717416750338565,0.0,0.0,0.0,0.0,0.0011941860587827572,0.0,0.0,0.0,0.0
2021-09-26 12:02:00,0.0013366955711769416,0.0,0.0,0.0,0.0,0.0012580295733248667,0.0,0.0,0.0,0.0,0.001403144283849637,0.0,0.0,0.0,0.0,0.0021044374958156214,0.0,0.0,0.0,0.0,0.006969470728298669,0.0,0.0,0.0,0.0,0.0012849777025863319,0.0,0.0,0.0,0.0
2021-09-26 12:01:00,0.0013741368829045086,0.0,0.0,0.0,0.0,0.0013687015510844465,0.0,0.0,0.0,0.0,0.004767605781443743,0.0,0.0,0.0,0.0,0.0022044228684347782,0.0,0.0,0.0,0.0,0.0067277365802475226,0.0,0.0,0.0,0.0,0.0013965871477971347,0.0,0.0,0.0,0.0
2021-09-26 12:00:00,0.0015142153017687102,0.0,0.0,0.0,0.0,0.001544734976824221,0.0,0.0,0.0,0.0,0.0017661068105581988,0.0,0.0,0.0,0.0,0.0016866781725838108,0.0,0.0,0.0,0.0,0.006914443439602517,0.0,0.0,0.0,0.0,0.0013380507688151985,0.0,0.0,0.0,0.0
2021-09-26 11:59:00,0.0012597191710251347,0.0,0.0,0.0,0.0,0.0013453747267519133,0.0,0.0,0.0,0.0,0.001283531711305841,0.0,0.0,0.0,0.0,0.0016419302284210956,0.0,0.0,0.0,0.0,0.006806122551929879,0.0,0.0,0.0,0.0,0.0013266073198830478,0.0,0.0,0.0,0.0
2021-09-26 11:58:00,0.0016497539375734504,0.0,0.0,0.0,0.0,0.0016427201144864512,0.0,0.0,0.0,0.0,0.0016382768156394908,0.0,0.0,0.0,0.0,0.002008251493418456,0.0,0.0,0.0,0.0,0.007055595442340964,0.0,0.0,0.0,0.0,0.0014321674268766551,0.0,0.0,0.0,0.0
2021-09-26 11:57:00,0.02408264947292385,0.0,0.0,0.0,0.0,0.03534022528866672,0.0,0.0,0.0,0.0,0.0012418126417538626,0.0,0.0,0.0,0.0,0.0014981690136651811,0.0,0.0,0.0,0.0,0.006743846970211819,0.0,0.0,0.0,0.0,0.0012980028940641356,0.0,0.0,0.0,0.0
2021-09-26 11:56:00,0.43077903348935603,0.0,0.0,0.0,0.0,0.4653782607990443,0.0,0.0,0.0,0.0,0.4010364049593048,0.0,0.0,0.0,0.0,0.001968213539617854,0.0,0.0,0.0,0.0,0.007505379596220271,0.0,0.0,0.0,0.0,0.04571319693652332,0.0,0.0,0.0,0.0
2021-09-26 11:55:00,0.9769075056874992,0.0,0.0,0.0,0.0,0.9689776830978658,0.0,0.0,0.0,0.0,0.9637626271122595,0.0,0.0,0.0,0.0,0.02836441181356057,0.0,0.0,0.0,0.0,0.6909352619264866,0.0,0.0,0.0,0.0,0.5933727114416896,0.0,0.0,0.0,0.0
2021-09-26 11:54:00,0.620010591229258,0.0,0.0,0.0,0.0,0.6332074667477864,0.0,0.0,0.0,0.0,0.7216632820311139,0.0,0.0,0.0,0.0,0.3456286657826369,0.0,0.0,0.0,0.0,0.6856542864547773,0.0,0.0,0.0,0.0,0.7202000134646726,0.0,0.0,0.0,0.0
